         time X Accelera... X Accelera... X Accelera... X Accelera... X Accelera... X Accelera... 
------------- ------------- ------------- ------------- ------------- ------------- ------------- 
 1.000000e-02 -1.539160e-38 -3.294626e-39 -2.043000e-56 -8.292973e-77 -4.403301e-99 -1.819900e-122 
 2.000000e-02 -5.283294e-38 -1.531861e-38 -9.204551e-50 -3.449956e-66 -1.241655e-84 -3.519729e-104 
 3.000000e-02 -1.656361e-37 -6.292891e-38 -2.418886e-46 -2.912732e-60 -2.044889e-76 -9.751466e-94 
 4.000000e-02 -4.507810e-37 -1.962548e-37 -3.212503e-44 -2.886906e-56 -9.716867e-71 -1.870939e-86 
 5.000000e-02 -1.273614e-36 -5.540841e-37 -9.673996e-43 -2.555073e-53 -1.866918e-66 -6.679219e-81 
 6.000000e-02 -3.587286e-36 -1.579221e-36 -1.252253e-41 -5.089794e-51 -4.753680e-63 -1.918370e-76 
 7.000000e-02 -1.007490e-35 -4.461368e-36 -9.495974e-41 -3.738764e-49 -3.041678e-60 -9.718958e-73 
 8.000000e-02 -2.811115e-35 -1.253509e-35 -5.014428e-40 -1.351826e-47 -7.175562e-58 -1.391351e-69 
 9.000000e-02 -7.794804e-35 -3.501267e-35 -2.060506e-39 -2.882561e-46 -7.982988e-56 -7.634500e-67 
 1.000000e-01 -2.148287e-34 -9.719929e-35 -7.142890e-39 -4.085657e-45 -4.946057e-54 -1.976934e-64 
 1.100000e-01 -5.884362e-34 -2.681697e-34 -2.225051e-38 -4.182923e-44 -1.918289e-52 -2.800567e-62 
 1.200000e-01 -1.601924e-33 -7.353443e-34 -6.535672e-38 -3.285903e-43 -5.070359e-51 -2.418871e-60 
 1.300000e-01 -4.334278e-33 -2.003998e-33 -1.868854e-37 -2.073249e-42 -9.732685e-50 -1.382104e-58 
 1.400000e-01 -1.165531e-32 -5.427884e-33 -5.287632e-37 -1.089402e-41 -1.424463e-48 -5.563287e-57 
 1.500000e-01 -3.115032e-32 -1.461134e-32 -1.488295e-36 -4.912372e-41 -1.651479e-47 -1.657380e-55 
 1.600000e-01 -8.274320e-32 -3.909083e-32 -4.169154e-36 -1.951126e-40 -1.563713e-46 -3.801311e-54 
 1.700000e-01 -2.184402e-31 -1.039404e-31 -1.161557e-35 -6.989434e-40 -1.239704e-45 -6.930202e-53 
 1.800000e-01 -5.731428e-31 -2.746746e-31 -3.217123e-35 -2.308446e-39 -8.401393e-45 -1.031021e-51 
 1.900000e-01 -1.494591e-30 -7.213996e-31 -8.856625e-35 -7.174245e-39 -4.953338e-44 -1.279353e-50 
 2.000000e-01 -3.873566e-30 -1.883026e-30 -2.423474e-34 -2.136377e-38 -2.579874e-43 -1.348672e-49 
 2.100000e-01 -9.977637e-30 -4.884935e-30 -6.591491e-34 -6.186572e-38 -1.203297e-42 -1.226923e-48 
 2.200000e-01 -2.554301e-29 -1.259456e-29 -1.781994e-33 -1.760898e-37 -5.089146e-42 -9.762893e-48 
 2.300000e-01 -6.498955e-29 -3.227214e-29 -4.788575e-33 -4.958966e-37 -1.974809e-41 -6.875232e-47 
 2.400000e-01 -1.643393e-28 -8.218505e-29 -1.279037e-32 -1.386322e-36 -7.111205e-41 -4.329469e-46 
 2.500000e-01 -4.130144e-28 -2.080067e-28 -3.395749e-32 -3.852203e-36 -2.402861e-40 -2.460539e-45 
 2.600000e-01 -1.031606e-27 -5.232153e-28 -8.961145e-32 -1.064277e-35 -7.702220e-40 -1.272646e-44 
 2.700000e-01 -2.560869e-27 -1.307981e-27 -2.350533e-31 -2.923391e-35 -2.366815e-39 -6.036903e-44 
 2.800000e-01 -6.318070e-27 -3.249672e-27 -6.128349e-31 -7.983103e-35 -7.040403e-39 -2.645403e-43 
 2.900000e-01 -1.549190e-26 -8.024058e-27 -1.588161e-30 -2.167155e-34 -2.044551e-38 -1.078316e-42 
 3.000000e-01 -3.775264e-26 -1.969083e-26 -4.090896e-30 -5.848370e-34 -5.836184e-38 -4.116296e-42 
 3.100000e-01 -9.143483e-26 -4.802296e-26 -1.047406e-29 -1.568935e-33 -1.645700e-37 -1.481416e-41 
 3.200000e-01 -2.200883e-25 -1.163985e-25 -2.665529e-29 -4.184081e-33 -4.599040e-37 -5.060165e-41 
