0,1,2
0.01,-6.271093999999999e-57,-2.271938e-141
0.02,-2.116489e-56,-2.1218890000000002e-128
0.03,-6.2329549999999995e-56,-1.273532e-120
0.04,-1.840234e-55,-6.064494e-115
0.05,-5.4119220000000005e-55,-1.927384e-110
0.06,-1.583833e-54,-1.057548e-106
0.07,-4.6149130000000004e-54,-1.674428e-103
0.08,-1.338616e-53,-1.0447839999999999e-100
0.09,-3.865431e-53,-3.152188e-98
0.1,-1.111188e-52,-5.300758e-96
0.11,-3.1799860000000002e-52,-5.507835e-94
0.12,-9.059621e-52,-3.820869e-92
0.13,-2.5694609999999998e-51,-1.878624e-90
0.14,-7.254727e-51,-6.863178e-89
0.15,-2.039139e-50,-1.935284e-87
0.16,-5.705835999999999e-50,-4.345501e-86
0.17,-1.589418e-49,-7.973870999999999e-85
0.18,-4.407609e-49,-1.222118e-83
0.19,-1.2167849999999999e-48,-1.593842e-82
0.2,-3.3440339999999994e-48,-1.79726e-81
0.21,-9.148984e-48,-1.776798e-80
0.22,-2.491841e-47,-1.558844e-79
0.23,-6.756361e-47,-1.226751e-78
0.24,-1.823687e-46,-8.742363999999999e-78
0.25,-4.900407e-46,-5.689978e-77
0.26,-1.310866e-45,-3.408159e-76
0.27,-3.490831e-45,-1.8917260000000002e-75
0.28,-9.254287e-45,-9.791664e-75
0.29,-2.44231e-44,-4.753506e-74
0.3,-6.416555e-44,-2.175859e-73
0.31,-1.6782100000000002e-43,-9.437039000000001e-73
0.32,-4.3695150000000004e-43,-3.8959209999999997e-72
0.33,-1.1325639999999999e-42,-1.537473e-71
0.34,-2.922367e-42,-5.823296e-71
0.35,-7.506693e-42,-2.1248929999999997e-70
0.36,-1.919572e-41,-7.496605999999999e-70
0.37,-4.88654e-41,-2.5657890000000004e-69
0.38,-1.23834e-40,-8.546611000000001e-69
0.39,-3.124057e-40,-2.779016e-68
0.4,-7.845826e-40,-8.845762e-68
0.41,-1.9615470000000002e-39,-2.76351e-67
0.42,-4.882011e-39,-8.493914e-67
0.43,-1.209591e-38,-2.574037e-66
0.44,-2.983442e-38,-7.705763e-66
0.45,-7.325472999999999e-38,-2.282637e-65
0.46,-1.790575e-37,-6.700364e-65
0.47,-4.357003e-37,-1.9512689999999998e-64
0.48,-1.05541e-36,-5.6430579999999997e-64
0.49,-2.5450259999999998e-36,-1.621908e-63
0.5,-6.109431e-36,-4.6356769999999996e-63
0.51,-1.459978e-35,-1.318177e-62
0.52,-3.47319e-35,-3.7303940000000003e-62
0.53,-8.225214e-35,-1.050905e-61
0.54,-1.939107e-34,-2.94765e-61
0.55,-4.550844e-34,-8.232763e-61
0.56,-1.063206e-33,-2.28986e-60
0.57,-2.4727350000000002e-33,-6.342942e-60
0.58,-5.724959e-33,-1.749877e-59
0.59,-1.319475e-32,-4.808068e-59
0.6,-3.027357e-32,-1.3157919999999999e-58
0.61,-6.914479e-32,-3.58643e-58
0.62,-1.572129e-31,-9.736425e-58
0.63,-3.558354e-31,-2.6326989999999996e-57
0.64,-8.017559e-31,-7.090375999999999e-57
0.65,-1.798319e-30,-1.9019769999999998e-56
0.66,-4.015342e-30,-5.0817189999999995e-56
0.67,-8.925017e-30,-1.3523410000000001e-55
0.68,-1.974812e-29,-3.584542e-55
0.69,-4.349829e-29,-9.463542e-55
0.7,-9.537793e-29,-2.4885560000000003e-54
0.71,-2.081864e-28,-6.518024000000001e-54
0.72,-4.5236120000000005e-28,-1.7004360000000001e-53
0.73,-9.784666e-28,-4.418568e-53
0.74,-2.106852e-27,-1.143617e-52
0.75,-4.5159470000000005e-27,-2.948213e-52
0.76,-9.635848e-27,-7.570368000000001e-52
0.77,-2.046712e-26,-1.936227e-51
0.78,-4.3276169999999996e-26,-4.9326229999999995e-51
0.79,-9.10889e-26,-1.25165e-50
0.8,-1.908562e-25,-3.1635309999999997e-50
0.81,-3.980801e-25,-7.964286999999999e-50
0.82,-8.265281e-25,-1.997139e-49
0.83,-1.708312e-24,-4.988356e-49
0.84,-3.514782e-24,-1.241068e-48
0.85,-7.198643e-24,-3.0755539999999997e-48
0.86,-1.467653e-23,-7.591758999999999e-48
0.87,-2.9786260000000004e-23,-1.866611e-47
0.88,-6.017662e-23,-4.571497e-47
0.89,-1.210203e-22,-1.115213e-46
0.9,-2.4227360000000003e-22,-2.709896e-46
0.91,-4.828045000000001e-22,-6.559103e-46
0.92,-9.577517e-22,-1.581373e-45
0.93,-1.891256e-21,-3.797725e-45
0.94,-3.717599e-21,-9.084751e-45
0.95,-7.274263e-21,-2.164732e-44
0.96,-1.4168659999999998e-20,-5.138048e-44
0.97,-2.747144e-20,-1.2147760000000001e-43
0.98,-5.302074e-20,-2.860879e-43
0.99,-1.0186409999999999e-19,-6.711340000000001e-43
1.0,-1.9480799999999999e-19,-1.568291e-42
1.01,-3.7085299999999997e-19,-3.6505059999999996e-42
1.02,-7.027571999999999e-19,-8.464272e-42
1.03,-1.325612e-18,-1.954959e-41
1.04,-2.489053e-18,-4.4977809999999997e-41
1.05,-4.652191e-18,-1.030797e-40
1.06,-8.655375000000001e-18,-2.353222e-40
1.07,-1.6029430000000003e-17,-5.351422e-40
1.08,-2.9549700000000005e-17,-1.2122530000000001e-39
1.09,-5.4223790000000004e-17,-2.7355000000000003e-39
1.1,-9.904386000000001e-17,-6.148941e-39
1.11,-1.800798e-16,-1.376847e-38
1.12,-3.259125e-16,-3.0711e-38
1.13,-5.871306e-16,-6.823805999999999e-38
1.14,-1.052846e-15,-1.510376e-37
1.15,-1.879274e-15,-3.330199e-37
1.16,-3.338947e-15,-7.314487e-37
1.17,-5.905026e-15,-1.600395e-36
1.18,-1.039503e-14,-3.4882e-36
1.19,-1.821462e-14,-7.5737e-36
1.2,-3.176899e-14,-1.638131e-35
1.21,-5.515367e-14,-3.529588e-35
1.22,-9.530853e-14,-7.575932e-35
1.23,-1.639359e-13,-1.619892e-34
1.24,-2.806725e-13,-3.450446e-34
