1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
1.400000000000000000e+02,2.999999999999999889e-01,2.000000000000000000e+03
