9.632143078073784181e+01,9.632143078073784181e+01,9.632143078073784181e+01,9.632143078073784181e+01,9.632143078073784181e+01,9.632143078073784181e+01,9.632143078073784181e+01,9.632143078073784181e+01,9.137484888581515463e+01,9.420761785413216671e+01,1.057052828738341930e+02,1.089943358918876868e+02,1.180468653408210002e+02,1.247329411922928131e+02,1.138915552855962687e+02,1.129668423771495895e+02,1.019661922398494056e+02,1.204570835085536942e+02,1.243632527901521030e+02,1.302188899340374348e+02,1.370056823515976703e+02,1.355011373855735997e+02,1.182472840258328404e+02,1.465985994300653772e+02,1.442677812785330502e+02,1.616885839758857628e+02,1.755916056971408068e+02,1.753323538376781414e+02,1.545928078744335608e+02,1.459146707827521823e+02,1.547309409525892647e+02,1.603096367206344155e+02,1.801868102407835295e+02,1.701902787107335087e+02,1.626166282215102115e+02,1.627083479919167814e+02,1.512721918052061767e+02,1.587300017837965811e+02,1.587300017837965811e+02,1.587300017837965811e+02,1.587300017837965811e+02,1.587300017837965811e+02,1.587300017837965811e+02,1.587300017837965811e+02,1.587300017837965811e+02
1.020932801873145053e+02,1.020932801873145053e+02,1.020932801873145053e+02,1.020932801873145053e+02,1.020932801873145053e+02,1.020932801873145053e+02,1.020932801873145053e+02,1.020932801873145053e+02,1.036062966434716230e+02,1.029890963741769383e+02,1.055330198449776589e+02,1.034396640288483837e+02,9.531186523416258183e+01,1.106059298694423489e+02,1.046318043997261356e+02,1.078010685183921140e+02,1.097345415693500144e+02,1.204235475255873098e+02,1.207872437235681105e+02,1.284578405879085210e+02,1.257198743608209384e+02,1.326430852327738990e+02,1.236985390365045703e+02,1.491829190886450078e+02,1.387824656227831781e+02,1.521677857034100896e+02,1.591256733481644972e+02,1.669496625582809202e+02,1.569889334122471496e+02,1.622928024491579322e+02,1.718896806319164909e+02,1.687745402237349595e+02,1.769515455368412518e+02,1.897351934119057262e+02,1.770603381898241082e+02,2.026029889155977060e+02,2.192685541788196133e+02,2.335064343704769385e+02,2.335064343704769385e+02,2.335064343704769385e+02,2.335064343704769385e+02,2.335064343704769385e+02,2.335064343704769385e+02,2.335064343704769385e+02,2.335064343704769385e+02
9.728178855045644013e+01,9.728178855045644013e+01,9.728178855045644013e+01,9.728178855045644013e+01,9.728178855045644013e+01,9.728178855045644013e+01,9.728178855045644013e+01,9.728178855045644013e+01,1.092974063531228381e+02,1.023907189032705389e+02,1.169467365440494007e+02,1.077833718386664970e+02,9.913349824289095125e+01,1.099751444679727967e+02,1.029563101147859214e+02,9.892270614833303455e+01,1.053161396226848723e+02,1.043183561525231369e+02,1.087881572964179924e+02,1.129663061152948700e+02,1.197377338749490860e+02,1.214832133613995921e+02,1.186804711764521159e+02,1.201626667732112423e+02,1.253088121734543989e+02,1.308793353752794530e+02,1.365052706671744147e+02,1.276853583147528468e+02,1.269916901330202137e+02,1.331169502638888957e+02,1.290019438279933013e+02,1.267191240825608674e+02,1.458596439464025423e+02,1.589567399621415973e+02,1.570203530587028808e+02,1.700886268435250486e+02,1.706765888803718667e+02,1.833509814458580536e+02,1.833509814458580536e+02,1.833509814458580536e+02,1.833509814458580536e+02,1.833509814458580536e+02,1.833509814458580536e+02,1.833509814458580536e+02,1.833509814458580536e+02
1.027299598253732285e+02,1.027299598253732285e+02,1.027299598253732285e+02,1.027299598253732285e+02,1.027299598253732285e+02,1.027299598253732285e+02,1.027299598253732285e+02,1.027299598253732285e+02,1.144504782923893771e+02,1.140676818641170911e+02,1.177515472051027388e+02,1.156520081972312681e+02,1.043616525948297635e+02,1.125665781319385701e+02,1.112212702550193910e+02,1.084030827970079827e+02,1.173803956774226407e+02,1.200382931753438527e+02,1.286800217915138376e+02,1.168674689049270796e+02,1.190043880792882760e+02,1.247129508079599560e+02,1.272509695523680477e+02,1.309716136295154172e+02,1.300482231960432955e+02,1.372030500614733057e+02,1.391973548491204724e+02,1.340226517590918718e+02,1.364678483127067068e+02,1.440431398938325458e+02,1.277977956083841917e+02,1.293090987110299466e+02,1.413355615907981075e+02,1.357117524584117803e+02,1.487112821411973016e+02,1.715973999873988873e+02,1.710187926235736029e+02,1.767603046130999189e+02,1.767603046130999189e+02,1.767603046130999189e+02,1.767603046130999189e+02,1.767603046130999189e+02,1.767603046130999189e+02,1.767603046130999189e+02,1.767603046130999189e+02
1.694896887301806885e+02,1.694896887301806885e+02,1.694896887301806885e+02,1.694896887301806885e+02,1.694896887301806885e+02,1.694896887301806885e+02,1.694896887301806885e+02,1.694896887301806885e+02,1.645486733501002448e+02,1.589188668096770698e+02,1.633330677662405606e+02,1.541907319453094658e+02,1.517641211686014344e+02,1.480695491869619502e+02,1.565611941524259692e+02,1.586040695361976418e+02,1.679324383467976531e+02,1.609265287322880340e+02,1.653337946151473261e+02,1.508962155332956172e+02,1.505600822829865706e+02,1.654597206469514106e+02,1.586492455755388278e+02,1.495642738450025604e+02,1.354031139415534994e+02,1.410996478297932413e+02,1.288363335458166148e+02,1.367232447517062326e+02,1.373658076566507020e+02,1.386568722434724066e+02,1.286660832124161686e+02,1.427414283760568310e+02,1.401382416451791357e+02,1.385887053060222911e+02,1.499449229781748727e+02,1.773098464183694887e+02,1.814256589530878330e+02,2.071128903651434996e+02,2.071128903651434996e+02,2.071128903651434996e+02,2.071128903651434996e+02,2.071128903651434996e+02,2.071128903651434996e+02,2.071128903651434996e+02,2.071128903651434996e+02
1.939440280460579231e+02,1.939440280460579231e+02,1.939440280460579231e+02,1.939440280460579231e+02,1.939440280460579231e+02,1.939440280460579231e+02,1.939440280460579231e+02,1.939440280460579231e+02,2.040182465622731343e+02,8.211231911447857783e+02,2.428442883698678258e+02,2.036470688677533474e+02,2.075849638900872094e+02,2.001923525458910547e+02,2.132228714004069161e+02,1.890398035834244013e+02,1.939425830883787967e+02,1.761309818308690467e+02,1.828946807041880618e+02,1.638175163283913776e+02,1.648638248598900873e+02,1.832813265256363593e+02,1.783168815619214342e+02,1.651434888584061014e+02,1.689010625761298456e+02,1.700943167201903350e+02,1.575604921725551719e+02,1.644763822420867427e+02,1.666961995765537665e+02,1.628584219247933902e+02,1.284779743343968903e+02,1.322677066359339051e+02,1.369540113768666174e+02,1.376082035402475867e+02,1.496149873721217887e+02,1.845926089464935558e+02,1.654708607623715579e+02,1.892803569977767211e+02,1.892803569977767211e+02,1.892803569977767211e+02,1.892803569977767211e+02,1.892803569977767211e+02,1.892803569977767211e+02,1.892803569977767211e+02,1.892803569977767211e+02
1.575614144229135150e+02,1.575614144229135150e+02,1.575614144229135150e+02,1.575614144229135150e+02,1.575614144229135150e+02,1.575614144229135150e+02,1.575614144229135150e+02,1.575614144229135150e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,1.613419563737657541e+02,1.529149062818703158e+02,1.498956968772008906e+02,1.454103639257297971e+02,1.342054459365149341e+02,1.415447694230385878e+02,1.338858742863409361e+02,1.457308994678981264e+02,1.285766589215459703e+02,1.412631216405679027e+02,1.633143829365983493e+02,1.544442693707699732e+02,1.558990422728095098e+02,1.743392809204473792e+02,1.717637886212108640e+02,1.701775403875644486e+02,1.676177575629277499e+02,1.673341983528676451e+02,1.737342382525619939e+02,1.619368152840580137e+02,1.618558736051560629e+02,1.879355519094426370e+02,2.151543063265660294e+02,2.158222116007702027e+02,2.586964814339114582e+02,2.384614711444345687e+02,2.488328394160413382e+02,2.488328394160413382e+02,2.488328394160413382e+02,2.488328394160413382e+02,2.488328394160413382e+02,2.488328394160413382e+02,2.488328394160413382e+02,2.488328394160413382e+02
4.063636855166364512e+02,4.063636855166364512e+02,4.063636855166364512e+02,4.063636855166364512e+02,4.063636855166364512e+02,4.063636855166364512e+02,4.063636855166364512e+02,4.063636855166364512e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,4.315197877581073271e+02,1.731184176537744861e+02,1.806797911448289540e+02,1.947173424401616160e+02,1.793326957667215424e+02,1.686468613647039376e+02,1.670824636568800088e+02,1.805079369578221247e+02,1.639245649253811052e+02,1.648911004652706254e+02,1.834978976317622141e+02,1.792007899185298356e+02,1.934456865940514376e+02,2.376767603470756001e+02,2.472810125879799443e+02,2.323720601722862966e+02,2.337433880091767264e+02,2.109611200306745502e+02,2.196758260582289495e+02,2.202621575935814349e+02,2.435639227046759743e+02,2.605197633004075328e+02,2.664790286191956739e+02,2.759500607427111731e+02,5.401407664682021732e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02
8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,1.963491975436556061e+02,2.115941237107952304e+02,2.018700772026490711e+02,2.100193943992239838e+02,1.844812045862634875e+02,1.633323455212589295e+02,1.971971138901680263e+02,5.184090372580811845e+02,1.959270439599444558e+02,1.702507105753400367e+02,1.546526462563471114e+02,1.533932932125150046e+02,1.832529433218133477e+02,1.835128007023865280e+02,1.964404739257941799e+02,1.788229262456662809e+02,1.644504953104535616e+02,1.388060109808965592e+02,1.334680498176950891e+02,1.430528305637890867e+02,1.320082233471860889e+02,1.431255342162257875e+02,3.294612915091531136e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02
8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,4.052190486399427982e+02,2.192882464391128963e+02,1.992184319496073499e+02,2.077875511379349689e+02,2.061567365256392748e+02,2.028706604467905663e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,2.855611382679398389e+02,1.960847195725564518e+02,1.981460313536630906e+02,2.077099933750856735e+02,1.986930254314411570e+02,2.117154092136781003e+02,2.292104849581371582e+02,2.137724030054672824e+02,1.890560836920062400e+02,1.827012742559030301e+02,1.997788893723236754e+02,2.467535956055400561e+02,3.775567160672309228e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02,8.211231911447857783e+02
