0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
136.2557891421554,136.2557891421554,136.2557891421554,136.2557891421554,136.2557891421554,136.2557891421554,136.2557891421554,136.2557891421554,136.2557891421554,136.2557891421554,136.2557891421554,136.2557891421554,136.2557891421554,136.2557891421554,136.2557891421554,136.2557891421554,136.2557891421554,136.2557891421554,136.2557891421554,1135.6049290695712,,,,,,,,,,,
121.60692355634654,121.60692355634654,121.60692355634654,1333.3716407814106,,,,,,,,,,,,,,,,,,,,,,,,,,,
166.95783209223663,166.95783209223663,166.95783209223663,166.95783209223663,166.95783209223663,166.95783209223663,166.95783209223663,166.95783209223663,859.0527308825098,,,,,,,,,,,,,,,,,,,,,,
269.70642132174413,269.70642132174413,269.70642132174413,269.70642132174413,269.70642132174413,269.70642132174413,269.70642132174413,269.70642132174413,269.70642132174413,269.70642132174413,269.70642132174413,269.70642132174413,269.70642132174413,269.70642132174413,269.70642132174413,269.70642132174413,269.70642132174413,269.70642132174413,269.70642132174413,269.70642132174413,269.70642132174413,269.70642132174413,1474.3437418050607,,,,,,,,
213.43167837909527,213.43167837909527,213.43167837909527,213.43167837909527,213.43167837909527,213.43167837909527,213.43167837909527,213.43167837909527,213.43167837909527,213.43167837909527,213.43167837909527,213.43167837909527,213.43167837909527,213.43167837909527,213.43167837909527,213.43167837909527,213.43167837909527,213.43167837909527,213.43167837909527,213.43167837909527,213.43167837909527,213.43167837909527,885.4315535064882,,,,,,,,
331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,331.50965353692146,1458.508148756683,,,,,
267.98410570243374,267.98410570243374,267.98410570243374,267.98410570243374,267.98410570243374,267.98410570243374,267.98410570243374,267.98410570243374,267.98410570243374,267.98410570243374,267.98410570243374,267.98410570243374,267.98410570243374,267.98410570243374,267.98410570243374,267.98410570243374,267.98410570243374,267.98410570243374,267.98410570243374,267.98410570243374,267.98410570243374,267.98410570243374,801.9935334421663,,,,,,,,
255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,255.48211694970294,1256.7124382357022,,,
167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,167.66801686908357,1006.2894362369716
207.20596896913125,207.20596896913125,207.20596896913125,207.20596896913125,207.20596896913125,207.20596896913125,207.20596896913125,207.20596896913125,207.20596896913125,207.20596896913125,207.20596896913125,207.20596896913125,207.20596896913125,207.20596896913125,207.20596896913125,207.20596896913125,207.20596896913125,207.20596896913125,207.20596896913125,207.20596896913125,207.20596896913125,1462.261742635359,,,,,,,,,
302.5204066240038,302.5204066240038,302.5204066240038,302.5204066240038,302.5204066240038,302.5204066240038,302.5204066240038,302.5204066240038,302.5204066240038,302.5204066240038,302.5204066240038,302.5204066240038,302.5204066240038,302.5204066240038,302.5204066240038,847.6327487974078,,,,,,,,,,,,,,,
343.5666387119559,343.5666387119559,343.5666387119559,343.5666387119559,343.5666387119559,343.5666387119559,343.5666387119559,343.5666387119559,343.5666387119559,343.5666387119559,967.234525913132,,,,,,,,,,,,,,,,,,,,
186.08237767163388,186.08237767163388,186.08237767163388,186.08237767163388,186.08237767163388,186.08237767163388,186.08237767163388,186.08237767163388,186.08237767163388,186.08237767163388,186.08237767163388,186.08237767163388,186.08237767163388,186.08237767163388,186.08237767163388,186.08237767163388,186.08237767163388,186.08237767163388,186.08237767163388,186.08237767163388,186.08237767163388,186.08237767163388,1104.3320399573586,,,,,,,,
142.22558524062484,142.22558524062484,142.22558524062484,142.22558524062484,142.22558524062484,142.22558524062484,142.22558524062484,142.22558524062484,142.22558524062484,978.5295331011239,,,,,,,,,,,,,,,,,,,,,
198.08486338936885,198.08486338936885,198.08486338936885,198.08486338936885,1314.5432054031794,,,,,,,,,,,,,,,,,,,,,,,,,,
239.21123169208394,239.21123169208394,239.21123169208394,239.21123169208394,239.21123169208394,239.21123169208394,239.21123169208394,239.21123169208394,239.21123169208394,1308.8555080643027,,,,,,,,,,,,,,,,,,,,,
138.65419746178677,138.65419746178677,138.65419746178677,138.65419746178677,138.65419746178677,138.65419746178677,138.65419746178677,138.65419746178677,138.65419746178677,138.65419746178677,773.9168045236781,,,,,,,,,,,,,,,,,,,,
143.00065207291553,143.00065207291553,143.00065207291553,143.00065207291553,143.00065207291553,143.00065207291553,143.00065207291553,143.00065207291553,143.00065207291553,143.00065207291553,143.00065207291553,143.00065207291553,771.6393441900215,,,,,,,,,,,,,,,,,,
168.42067475520795,168.42067475520795,168.42067475520795,168.42067475520795,168.42067475520795,168.42067475520795,1247.742257040834,,,,,,,,,,,,,,,,,,,,,,,,
207.29130009019278,207.29130009019278,207.29130009019278,207.29130009019278,207.29130009019278,207.29130009019278,1142.5988796183933,,,,,,,,,,,,,,,,,,,,,,,,
137.11609710280948,137.11609710280948,137.11609710280948,137.11609710280948,137.11609710280948,137.11609710280948,137.11609710280948,137.11609710280948,137.11609710280948,137.11609710280948,137.11609710280948,137.11609710280948,137.11609710280948,137.11609710280948,137.11609710280948,1104.910856894856,,,,,,,,,,,,,,,
235.26015843165592,235.26015843165592,235.26015843165592,235.26015843165592,235.26015843165592,235.26015843165592,235.26015843165592,235.26015843165592,235.26015843165592,235.26015843165592,235.26015843165592,235.26015843165592,235.26015843165592,235.26015843165592,235.26015843165592,235.26015843165592,235.26015843165592,235.26015843165592,1446.7438394778057,,,,,,,,,,,,
100.80447887778138,100.80447887778138,100.80447887778138,100.80447887778138,100.80447887778138,100.80447887778138,100.80447887778138,100.80447887778138,761.233394785579,,,,,,,,,,,,,,,,,,,,,,
139.3944562471948,139.3944562471948,139.3944562471948,139.3944562471948,139.3944562471948,139.3944562471948,139.3944562471948,139.3944562471948,139.3944562471948,139.3944562471948,139.3944562471948,139.3944562471948,139.3944562471948,790.1596195711473,,,,,,,,,,,,,,,,,
129.54286581243144,129.54286581243144,129.54286581243144,129.54286581243144,129.54286581243144,129.54286581243144,129.54286581243144,129.54286581243144,129.54286581243144,129.54286581243144,129.54286581243144,129.54286581243144,129.54286581243144,129.54286581243144,129.54286581243144,129.54286581243144,129.54286581243144,884.6915065369121,,,,,,,,,,,,,
135.96569846859907,135.96569846859907,135.96569846859907,135.96569846859907,135.96569846859907,135.96569846859907,135.96569846859907,135.96569846859907,135.96569846859907,135.96569846859907,135.96569846859907,135.96569846859907,135.96569846859907,135.96569846859907,135.96569846859907,1333.6554623640395,,,,,,,,,,,,,,,
261.11947547808074,261.11947547808074,261.11947547808074,261.11947547808074,261.11947547808074,261.11947547808074,828.3554104058426,,,,,,,,,,,,,,,,,,,,,,,,
212.66800766934674,212.66800766934674,212.66800766934674,212.66800766934674,1153.7537040315135,,,,,,,,,,,,,,,,,,,,,,,,,,
115.67424974158818,115.67424974158818,115.67424974158818,115.67424974158818,115.67424974158818,115.67424974158818,115.67424974158818,115.67424974158818,115.67424974158818,115.67424974158818,115.67424974158818,1418.8595400564484,,,,,,,,,,,,,,,,,,,
123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,123.9164129031084,905.8070802953673,,
164.7060716470297,164.7060716470297,164.7060716470297,164.7060716470297,164.7060716470297,164.7060716470297,164.7060716470297,164.7060716470297,164.7060716470297,164.7060716470297,164.7060716470297,164.7060716470297,164.7060716470297,164.7060716470297,164.7060716470297,164.7060716470297,164.7060716470297,164.7060716470297,164.7060716470297,164.7060716470297,826.0978108471679,,,,,,,,,,
135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,135.04765923199417,858.4742312698643,,,
147.87282330081823,147.87282330081823,147.87282330081823,147.87282330081823,147.87282330081823,147.87282330081823,147.87282330081823,1030.8554906576762,,,,,,,,,,,,,,,,,,,,,,,
262.09435495567004,262.09435495567004,262.09435495567004,262.09435495567004,262.09435495567004,262.09435495567004,262.09435495567004,262.09435495567004,262.09435495567004,262.09435495567004,920.5559279530347,,,,,,,,,,,,,,,,,,,,
315.09674464454235,315.09674464454235,315.09674464454235,315.09674464454235,315.09674464454235,315.09674464454235,315.09674464454235,315.09674464454235,315.09674464454235,315.09674464454235,315.09674464454235,315.09674464454235,315.09674464454235,930.9574659467984,,,,,,,,,,,,,,,,,
273.5318434898877,829.8620724321823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181.61913991972034,181.61913991972034,181.61913991972034,181.61913991972034,181.61913991972034,181.61913991972034,181.61913991972034,181.61913991972034,181.61913991972034,1209.3927820322585,,,,,,,,,,,,,,,,,,,,,
186.95303759366269,186.95303759366269,186.95303759366269,186.95303759366269,186.95303759366269,186.95303759366269,186.95303759366269,186.95303759366269,186.95303759366269,186.95303759366269,186.95303759366269,186.95303759366269,186.95303759366269,186.95303759366269,1051.5486149076949,,,,,,,,,,,,,,,,
273.25284550593227,273.25284550593227,273.25284550593227,273.25284550593227,273.25284550593227,273.25284550593227,273.25284550593227,273.25284550593227,273.25284550593227,273.25284550593227,273.25284550593227,273.25284550593227,273.25284550593227,1008.5336002841957,,,,,,,,,,,,,,,,,
170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,170.67389359472836,922.1422179631255,,,,,,
157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,157.56822187298587,961.6537851457783,,,
142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,142.65268027939396,816.5435595944097,,,,
202.9788879030047,202.9788879030047,202.9788879030047,202.9788879030047,202.9788879030047,202.9788879030047,202.9788879030047,202.9788879030047,1034.6029427776764,,,,,,,,,,,,,,,,,,,,,,
115.31671557177768,115.31671557177768,115.31671557177768,115.31671557177768,115.31671557177768,1259.2588826775952,,,,,,,,,,,,,,,,,,,,,,,,,
118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,118.3135724687813,1146.750253066224,
151.89762476222828,151.89762476222828,151.89762476222828,151.89762476222828,151.89762476222828,151.89762476222828,151.89762476222828,860.6982601241536,,,,,,,,,,,,,,,,,,,,,,,
128.74280357360817,919.6933516964191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150.90672969033108,150.90672969033108,150.90672969033108,150.90672969033108,150.90672969033108,150.90672969033108,150.90672969033108,150.90672969033108,150.90672969033108,150.90672969033108,150.90672969033108,1335.2794311409368,,,,,,,,,,,,,,,,,,,
110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,110.00619550082548,1374.573916433719
253.55190270411853,253.55190270411853,253.55190270411853,253.55190270411853,253.55190270411853,253.55190270411853,253.55190270411853,253.55190270411853,253.55190270411853,253.55190270411853,253.55190270411853,253.55190270411853,253.55190270411853,253.55190270411853,253.55190270411853,253.55190270411853,253.55190270411853,253.55190270411853,253.55190270411853,253.55190270411853,253.55190270411853,253.55190270411853,253.55190270411853,914.2395964505434,,,,,,,
299.8402060304249,299.8402060304249,299.8402060304249,299.8402060304249,299.8402060304249,299.8402060304249,299.8402060304249,299.8402060304249,299.8402060304249,299.8402060304249,299.8402060304249,299.8402060304249,299.8402060304249,299.8402060304249,299.8402060304249,299.8402060304249,299.8402060304249,299.8402060304249,1053.0738170009627,,,,,,,,,,,,
142.95787036448476,142.95787036448476,142.95787036448476,142.95787036448476,142.95787036448476,142.95787036448476,142.95787036448476,142.95787036448476,142.95787036448476,142.95787036448476,142.95787036448476,142.95787036448476,142.95787036448476,142.95787036448476,142.95787036448476,142.95787036448476,142.95787036448476,142.95787036448476,142.95787036448476,142.95787036448476,1300.5509254686813,,,,,,,,,,
277.8352885888604,277.8352885888604,277.8352885888604,277.8352885888604,277.8352885888604,277.8352885888604,277.8352885888604,277.8352885888604,277.8352885888604,277.8352885888604,277.8352885888604,277.8352885888604,277.8352885888604,277.8352885888604,277.8352885888604,277.8352885888604,277.8352885888604,277.8352885888604,277.8352885888604,277.8352885888604,939.7842148925463,,,,,,,,,,
161.4627794145167,161.4627794145167,161.4627794145167,161.4627794145167,161.4627794145167,161.4627794145167,161.4627794145167,161.4627794145167,161.4627794145167,161.4627794145167,161.4627794145167,1033.604055296156,,,,,,,,,,,,,,,,,,,
106.00594217997883,106.00594217997883,106.00594217997883,106.00594217997883,106.00594217997883,767.7991291165433,,,,,,,,,,,,,,,,,,,,,,,,,
104.87838504508841,104.87838504508841,104.87838504508841,104.87838504508841,104.87838504508841,104.87838504508841,104.87838504508841,104.87838504508841,104.87838504508841,104.87838504508841,104.87838504508841,104.87838504508841,104.87838504508841,104.87838504508841,104.87838504508841,104.87838504508841,104.87838504508841,104.87838504508841,104.87838504508841,104.87838504508841,104.87838504508841,104.87838504508841,104.87838504508841,1123.167205840492,,,,,,,
205.90076028455755,205.90076028455755,205.90076028455755,205.90076028455755,205.90076028455755,205.90076028455755,205.90076028455755,205.90076028455755,205.90076028455755,205.90076028455755,205.90076028455755,205.90076028455755,205.90076028455755,205.90076028455755,205.90076028455755,205.90076028455755,205.90076028455755,1052.2276251072885,,,,,,,,,,,,,
134.42773534783638,134.42773534783638,134.42773534783638,134.42773534783638,134.42773534783638,134.42773534783638,809.5633789094948,,,,,,,,,,,,,,,,,,,,,,,,
176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,176.35955051180213,1331.807797881911,,
242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,242.79973978964026,1005.5754315026487,,,,
140.08644126442044,140.08644126442044,140.08644126442044,140.08644126442044,140.08644126442044,140.08644126442044,140.08644126442044,140.08644126442044,140.08644126442044,1111.9122587562158,,,,,,,,,,,,,,,,,,,,,
137.32184331809415,137.32184331809415,137.32184331809415,137.32184331809415,137.32184331809415,137.32184331809415,137.32184331809415,137.32184331809415,137.32184331809415,137.32184331809415,137.32184331809415,137.32184331809415,137.32184331809415,137.32184331809415,137.32184331809415,137.32184331809415,137.32184331809415,137.32184331809415,137.32184331809415,1382.2302795041026,,,,,,,,,,,
200.19236666418973,200.19236666418973,200.19236666418973,200.19236666418973,200.19236666418973,200.19236666418973,200.19236666418973,200.19236666418973,200.19236666418973,817.5493880374062,,,,,,,,,,,,,,,,,,,,,
331.7264359796292,331.7264359796292,331.7264359796292,331.7264359796292,331.7264359796292,331.7264359796292,331.7264359796292,331.7264359796292,331.7264359796292,331.7264359796292,331.7264359796292,331.7264359796292,1396.3608479310444,,,,,,,,,,,,,,,,,,
105.16400762446689,105.16400762446689,105.16400762446689,105.16400762446689,105.16400762446689,105.16400762446689,105.16400762446689,105.16400762446689,105.16400762446689,105.16400762446689,105.16400762446689,105.16400762446689,105.16400762446689,105.16400762446689,105.16400762446689,105.16400762446689,105.16400762446689,105.16400762446689,105.16400762446689,105.16400762446689,796.3833905453394,,,,,,,,,,
113.12198958576194,113.12198958576194,113.12198958576194,113.12198958576194,113.12198958576194,113.12198958576194,113.12198958576194,113.12198958576194,113.12198958576194,113.12198958576194,113.12198958576194,113.12198958576194,113.12198958576194,113.12198958576194,113.12198958576194,113.12198958576194,113.12198958576194,113.12198958576194,113.12198958576194,113.12198958576194,113.12198958576194,113.12198958576194,113.12198958576194,1364.238794311933,,,,,,,
329.0138384476522,329.0138384476522,788.6205586825054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,303.881423776769,1156.4937180121306,
149.6637202241087,149.6637202241087,149.6637202241087,149.6637202241087,149.6637202241087,149.6637202241087,149.6637202241087,149.6637202241087,149.6637202241087,149.6637202241087,149.6637202241087,784.6076870971713,,,,,,,,,,,,,,,,,,,
261.7614970529668,261.7614970529668,261.7614970529668,261.7614970529668,261.7614970529668,261.7614970529668,261.7614970529668,261.7614970529668,261.7614970529668,261.7614970529668,261.7614970529668,261.7614970529668,261.7614970529668,261.7614970529668,261.7614970529668,261.7614970529668,1283.2558862428282,,,,,,,,,,,,,,
130.75571590377047,130.75571590377047,130.75571590377047,130.75571590377047,130.75571590377047,130.75571590377047,130.75571590377047,130.75571590377047,1255.6563205617465,,,,,,,,,,,,,,,,,,,,,,
243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,243.04325978794094,1146.1647247266449
342.28107450926734,342.28107450926734,342.28107450926734,342.28107450926734,342.28107450926734,342.28107450926734,342.28107450926734,342.28107450926734,342.28107450926734,342.28107450926734,342.28107450926734,342.28107450926734,342.28107450926734,342.28107450926734,342.28107450926734,342.28107450926734,342.28107450926734,342.28107450926734,342.28107450926734,342.28107450926734,342.28107450926734,342.28107450926734,342.28107450926734,1312.3139980810051,,,,,,,
102.48839236142895,102.48839236142895,102.48839236142895,1011.326357611782,,,,,,,,,,,,,,,,,,,,,,,,,,,
321.2107056126613,321.2107056126613,321.2107056126613,321.2107056126613,321.2107056126613,321.2107056126613,1336.3670270289638,,,,,,,,,,,,,,,,,,,,,,,,
272.1239912774622,272.1239912774622,272.1239912774622,272.1239912774622,272.1239912774622,272.1239912774622,272.1239912774622,272.1239912774622,272.1239912774622,272.1239912774622,272.1239912774622,272.1239912774622,272.1239912774622,272.1239912774622,272.1239912774622,272.1239912774622,272.1239912774622,272.1239912774622,272.1239912774622,272.1239912774622,1148.2444456521337,,,,,,,,,,
307.42707762052294,307.42707762052294,307.42707762052294,307.42707762052294,307.42707762052294,307.42707762052294,307.42707762052294,307.42707762052294,307.42707762052294,307.42707762052294,307.42707762052294,307.42707762052294,307.42707762052294,307.42707762052294,307.42707762052294,307.42707762052294,307.42707762052294,307.42707762052294,307.42707762052294,307.42707762052294,1148.6556853588288,,,,,,,,,,
151.3727729327429,151.3727729327429,151.3727729327429,151.3727729327429,151.3727729327429,151.3727729327429,151.3727729327429,151.3727729327429,151.3727729327429,151.3727729327429,151.3727729327429,151.3727729327429,151.3727729327429,151.3727729327429,151.3727729327429,151.3727729327429,151.3727729327429,763.0369461120505,,,,,,,,,,,,,
356.42937889696884,356.42937889696884,356.42937889696884,356.42937889696884,356.42937889696884,356.42937889696884,356.42937889696884,356.42937889696884,356.42937889696884,356.42937889696884,1362.3373737144777,,,,,,,,,,,,,,,,,,,,
120.65574040580455,120.65574040580455,120.65574040580455,930.3368552021991,,,,,,,,,,,,,,,,,,,,,,,,,,,
306.1458145874749,306.1458145874749,1005.0151916366699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344.90321838922233,344.90321838922233,344.90321838922233,344.90321838922233,344.90321838922233,344.90321838922233,344.90321838922233,344.90321838922233,344.90321838922233,344.90321838922233,344.90321838922233,344.90321838922233,344.90321838922233,344.90321838922233,344.90321838922233,344.90321838922233,344.90321838922233,344.90321838922233,344.90321838922233,344.90321838922233,344.90321838922233,344.90321838922233,344.90321838922233,1339.8442578697343,,,,,,,
294.9976200539621,294.9976200539621,294.9976200539621,294.9976200539621,294.9976200539621,294.9976200539621,294.9976200539621,294.9976200539621,294.9976200539621,294.9976200539621,294.9976200539621,294.9976200539621,294.9976200539621,294.9976200539621,294.9976200539621,294.9976200539621,294.9976200539621,294.9976200539621,294.9976200539621,294.9976200539621,294.9976200539621,294.9976200539621,294.9976200539621,1478.2808799354036,,,,,,,
191.5043408674993,191.5043408674993,191.5043408674993,1296.6251720988103,,,,,,,,,,,,,,,,,,,,,,,,,,,
151.63851679462687,151.63851679462687,151.63851679462687,151.63851679462687,151.63851679462687,151.63851679462687,151.63851679462687,804.5760854232902,,,,,,,,,,,,,,,,,,,,,,,
350.5677887394934,350.5677887394934,350.5677887394934,350.5677887394934,977.9432494844875,,,,,,,,,,,,,,,,,,,,,,,,,,
