0,1,2
0.01,-3.937875e-56,-3.174985e-146
0.02,-1.0346310000000001e-55,-3.42774e-133
0.03,-3.0116050000000002e-55,-2.4052470000000004e-125
0.04,-8.896793e-55,-1.356394e-119
0.05,-2.621107e-54,-5.172022e-115
0.06,-7.685014000000001e-54,-3.448624e-111
0.07,-2.242642e-53,-6.717781e-108
0.08,-6.514749e-53,-5.2181350000000005e-105
0.09,-1.8839970000000002e-52,-1.981842e-102
0.1,-5.4238990000000004e-52,-4.2393439999999996e-100
0.11,-1.5545049999999998e-51,-5.657938e-98
0.12,-4.4352809999999995e-51,-5.086623e-96
0.13,-1.259791e-50,-3.267518e-94
0.14,-3.5622419999999996e-50,-1.570979e-92
0.15,-1.002758e-49,-5.867339e-91
0.16,-2.810067e-49,-1.7546619999999998e-89
0.17,-7.839425e-49,-4.308276e-88
0.18,-2.1772019999999997e-48,-8.868860999999999e-87
0.19,-6.019497e-48,-1.5580329999999998e-85
0.2,-1.656793e-47,-2.371341e-84
0.21,-4.539653e-47,-3.167897e-83
0.22,-1.2382920000000001e-46,-3.756739e-82
0.23,-3.3625550000000002e-46,-3.993921e-81
0.24,-9.089949e-46,-3.839779e-80
0.25,-2.446239e-45,-3.364099e-79
0.26,-6.553621e-45,-2.7043239999999997e-78
0.27,-1.747868e-44,-2.006952e-77
0.28,-4.640671e-44,-1.382607e-76
0.29,-1.226584e-43,-8.886125e-76
0.3,-3.227436e-43,-5.352415000000001e-75
0.31,-8.453994e-43,-3.033994e-74
0.32,-2.204499e-42,-1.624672e-73
0.33,-5.7226999999999997e-42,-8.247752e-73
0.34,-1.478888e-41,-3.982442e-72
0.35,-3.804627e-41,-1.834593e-71
0.36,-9.743867e-41,-8.086481e-71
0.37,-2.484236e-40,-3.4197499999999996e-70
0.38,-6.30516e-40,-1.3911460000000002e-69
0.39,-1.5930920000000003e-39,-5.457268e-69
0.4,-4.0070710000000006e-39,-2.069391e-68
0.41,-1.003354e-38,-7.602937000000001e-68
0.42,-2.5010459999999996e-38,-2.712503e-67
0.43,-6.206253999999999e-38,-9.418094e-67
0.44,-1.5331249999999999e-37,-3.189263e-66
0.45,-3.770205e-37,-1.055505e-65
0.46,-9.229789e-37,-3.421026e-65
0.47,-2.2493529999999998e-36,-1.088013e-64
0.48,-5.457101e-36,-3.401853e-64
0.49,-1.317967e-35,-1.0475689999999999e-63
0.5,-3.16873e-35,-3.182506e-63
0.51,-7.584087e-35,-9.553328999999999e-63
0.52,-1.807002e-34,-2.837632e-62
0.53,-4.285986e-34,-8.350701e-62
0.54,-1.011997e-33,-2.437446e-61
0.55,-2.378723e-33,-7.063191e-61
0.56,-5.566012e-33,-2.03358e-60
0.57,-1.296521e-32,-5.820925e-60
0.58,-3.0064230000000003e-32,-1.6573440000000001e-59
0.59,-6.939926e-32,-4.695611e-59
0.6,-1.594754e-31,-1.324214e-58
0.61,-3.648095e-31,-3.717962e-58
0.62,-8.307526e-31,-1.039441e-57
0.63,-1.8832589999999998e-30,-2.893946e-57
0.64,-4.249919e-30,-8.024345e-57
0.65,-9.547356e-30,-2.216049e-56
0.66,-2.135094e-29,-6.095568999999999e-56
0.67,-4.7531510000000003e-29,-1.67003e-55
0.68,-1.0533600000000001e-28,-4.557383e-55
0.69,-2.323816e-28,-1.238774e-54
0.7,-5.103361e-28,-3.353954e-54
0.71,-1.1156800000000001e-27,-9.045074e-54
0.72,-2.4280160000000003e-27,-2.4297340000000003e-53
0.73,-5.260069e-27,-6.501265e-53
0.74,-1.13438e-26,-1.732729e-52
0.75,-2.4353e-26,-4.5999980000000004e-52
0.76,-5.204425999999999e-26,-1.21641e-51
0.77,-1.107181e-25,-3.204039e-51
0.78,-2.3447140000000003e-25,-8.406444e-51
0.79,-4.942944e-25,-2.196969e-50
0.8,-1.037302e-24,-5.719179e-50
0.81,-2.166948e-24,-1.483003e-49
0.82,-4.50624e-24,-3.8304459999999996e-49
0.83,-9.328296e-24,-9.855006e-49
0.84,-1.9222590000000001e-23,-2.5256029999999997e-48
0.85,-3.9431400000000003e-23,-6.447249999999999e-48
0.86,-8.051796e-23,-1.639404e-47
0.87,-1.636676e-22,-4.152409e-47
0.88,-3.311706e-22,-1.047654e-46
0.89,-6.670506e-22,-2.63293e-46
0.9,-1.337468e-21,-6.591218e-46
0.91,-2.669466e-21,-1.643605e-45
0.92,-5.303731e-21,-4.082584e-45
0.93,-1.0489479999999999e-20,-1.0101359999999999e-44
0.94,-2.065097e-20,-2.4896119999999997e-44
0.95,-4.04707e-20,-6.112115999999999e-44
0.96,-7.895032e-20,-1.4947220000000002e-43
0.97,-1.53313e-19,-3.6411490000000004e-43
0.98,-2.963571e-19,-8.835407e-43
0.99,-5.702454e-19,-2.135627e-42
1.0,-1.092239e-18,-5.1420419999999996e-42
1.01,-2.082487e-18,-1.233269e-41
1.02,-3.952341e-18,-2.946407e-41
1.03,-7.466776e-18,-7.011983999999999e-41
1.04,-1.4041630000000002e-17,-1.662276e-40
1.05,-2.6284930000000002e-17,-3.925362e-40
1.06,-4.8977860000000006e-17,-9.233613e-40
1.07,-9.084385000000001e-17,-2.1636120000000003e-39
1.08,-1.677231e-16,-5.050143e-39
1.09,-3.082413e-16,-1.1742079999999999e-38
1.1,-5.638822e-16,-2.7195939999999996e-38
1.11,-1.026796e-15,-6.274532999999999e-38
1.12,-1.861133e-15,-1.442041e-37
1.13,-3.357892e-15,-3.301365e-37
1.14,-6.030465e-15,-7.528867e-37
1.15,-1.078025e-14,-1.710356e-36
1.16,-1.918222e-14,-3.870478e-36
1.17,-3.397506e-14,-8.724985e-36
1.18,-5.989787e-14,-1.959238e-35
1.19,-1.051117e-13,-4.382612e-35
1.2,-1.836021e-13,-9.765679e-35
1.21,-3.192199e-13,-2.167685e-34
1.22,-5.524418e-13,-4.793079e-34
1.23,-9.516248e-13,-1.055743e-33
1.24,-1.631647e-12,-2.316478e-33
1.25,-2.784621e-12,-5.063192e-33
