0,1,2
0.01,-2.836982e-55,-1.161489e-90
0.02,-7.366301e-55,-6.222243e-84
0.03,-2.152788e-54,-8.296706e-80
0.04,-6.371936e-54,-8.482038e-77
0.05,-1.877622e-53,-2.009566e-74
0.06,-5.503739e-53,-1.836968e-72
0.07,-1.6056440000000001e-52,-8.571907e-71
0.08,-4.663098e-52,-2.422953e-69
0.09,-1.348189e-51,-4.642933e-68
0.1,-3.8804039999999996e-51,-6.521999e-67
0.11,-1.1118639999999998e-50,-7.107724000000001e-66
0.12,-3.171573e-50,-6.270895999999999e-65
0.13,-9.006278e-50,-4.6289849999999995e-64
0.14,-2.546029e-49,-2.9347819999999996e-63
0.15,-7.165207e-49,-1.632588e-62
0.16,-2.007433e-48,-8.112174000000001e-62
0.17,-5.59887e-48,-3.655813e-61
0.18,-1.554555e-47,-1.514295e-60
0.19,-4.296931e-47,-5.834242e-60
0.2,-1.182379e-46,-2.1134290000000002e-59
0.21,-3.238926e-46,-7.269449e-59
0.22,-8.832649000000001e-46,-2.395747e-58
0.23,-2.397874e-45,-7.626918e-58
0.24,-6.480477e-45,-2.362447e-57
0.25,-1.743542e-44,-7.164171e-57
0.26,-4.669848e-44,-2.137779e-56
0.27,-1.245138e-43,-6.30185e-56
0.28,-3.305036e-43,-1.840533e-55
0.29,-8.733312000000001e-43,-5.336572e-55
0.3,-2.297341e-42,-1.538123e-54
0.31,-6.016103e-42,-4.410364e-54
0.32,-1.5683689999999998e-41,-1.258664e-53
0.33,-4.070277e-41,-3.57604e-53
0.34,-1.0515800000000001e-40,-1.011591e-52
0.35,-2.704599e-40,-2.8493300000000003e-52
0.36,-6.924771e-40,-7.991462e-52
0.37,-1.7650200000000002e-39,-2.231824e-51
0.38,-4.4785290000000004e-39,-6.206482999999999e-51
0.39,-1.1312589999999999e-38,-1.7186359999999998e-50
0.4,-2.8446549999999996e-38,-4.738870999999999e-50
0.41,-7.120946e-38,-1.301125e-49
0.42,-1.7745399999999999e-37,-3.557269e-49
0.43,-4.402242e-37,-9.684286e-49
0.44,-1.0871799999999999e-36,-2.6252589999999997e-48
0.45,-2.672811e-36,-7.086479e-48
0.46,-6.541446e-36,-1.904771e-47
0.47,-1.593741e-35,-5.09811e-47
0.48,-3.865451e-35,-1.35872e-46
0.49,-9.332977e-35,-3.605829e-46
0.5,-2.24325e-34,-9.528729e-46
0.51,-5.3675039999999995e-34,-2.507377e-45
0.52,-1.2785090000000001e-33,-6.569906e-45
0.53,-3.0315980000000003e-33,-1.71417e-44
0.54,-7.156081e-33,-4.453524e-44
0.55,-1.681569e-32,-1.1521500000000001e-43
0.56,-3.93359e-32,-2.968043e-43
0.57,-9.160064000000001e-32,-7.613543e-43
0.58,-2.123451e-31,-1.94473e-42
0.59,-4.90027e-31,-4.9463849999999995e-42
0.6,-1.125722e-30,-1.252774e-41
0.61,-2.574399e-30,-3.159465e-41
0.62,-5.860748e-30,-7.934341999999999e-41
0.63,-1.3281970000000001e-29,-1.984106e-40
0.64,-2.9964280000000003e-29,-4.940552e-40
0.65,-6.729405e-29,-1.2250190000000001e-39
0.66,-1.504459e-28,-3.0245940000000005e-39
0.67,-3.348224e-28,-7.436155e-39
0.68,-7.4178600000000005e-28,-1.8204839999999997e-38
0.69,-1.635958e-27,-4.437951e-38
