0,1,2
0.01,-2.372275e-55,-7.903588e-101
0.02,-6.115068e-55,-4.737877e-92
0.03,-1.821047e-54,-1.0658229999999999e-86
0.04,-5.408964000000001e-54,-8.641958e-83
0.05,-1.5923970000000001e-53,-1.062149e-79
0.06,-4.6634040000000005e-53,-3.81058e-77
0.07,-1.3597010000000001e-52,-5.710312e-75
0.08,-3.946936e-52,-4.448494e-73
0.09,-1.140585e-51,-2.080507e-71
0.1,-3.281266e-51,-6.456028999999999e-70
0.11,-9.397284e-51,-1.4291300000000001e-68
0.12,-2.6792339999999996e-50,-2.382676e-67
0.13,-7.604418999999999e-50,-3.119663e-66
0.14,-2.148664e-49,-3.3153729999999997e-65
0.15,-6.043904e-49,-2.9369529999999997e-64
0.16,-1.6924399999999997e-48,-2.216729e-63
0.17,-4.717969e-48,-1.451992e-62
0.18,-1.309312e-47,-8.384847e-62
0.19,-3.617236e-47,-4.32812e-61
0.2,-9.94847e-47,-2.0218470000000002e-60
0.21,-2.7238370000000002e-46,-8.645145e-60
0.22,-7.424222e-46,-3.4197940000000002e-59
0.23,-2.014493e-45,-1.264327e-58
0.24,-5.441583e-45,-4.411981e-58
0.25,-1.463286e-44,-1.4671219999999998e-57
0.26,-3.9172129999999995e-44,-4.691446e-57
0.27,-1.043925e-43,-1.45482e-56
0.28,-2.7695210000000003e-43,-4.407582e-56
0.29,-7.314485e-43,-1.312687e-55
0.3,-1.923118e-42,-3.8615420000000004e-55
0.31,-5.033509e-42,-1.12582e-54
0.32,-1.311531e-41,-3.26015e-54
0.33,-3.401954e-41,-9.38915e-54
0.34,-8.784568e-41,-2.691109e-53
0.35,-2.258157e-40,-7.678784000000001e-53
0.36,-5.77869e-40,-2.181563e-52
0.37,-1.4721290000000003e-39,-6.171311000000001e-52
0.38,-3.733388e-39,-1.738308e-51
0.39,-9.425427000000001e-39,-4.87547e-51
0.4,-2.3688589999999996e-38,-1.361589e-50
0.41,-5.926762e-38,-3.786302e-50
0.42,-1.476167e-37,-1.048392e-49
0.43,-3.660097e-37,-2.890491e-49
0.44,-9.034183e-37,-7.935214e-49
0.45,-2.219851e-36,-2.169127e-48
0.46,-5.4299689999999995e-36,-5.904054999999999e-48
0.47,-1.322235e-35,-1.600129e-47
0.48,-3.205221e-35,-4.31816e-47
0.49,-7.734718e-35,-1.16033e-46
0.5,-1.858095e-34,-3.104584e-46
0.51,-4.4435309999999996e-34,-8.27112e-46
0.52,-1.0578520000000001e-33,-2.194139e-45
0.53,-2.507016e-33,-5.79566e-45
0.54,-5.9145970000000004e-33,-1.5243349999999998e-44
0.55,-1.389083e-32,-3.9920569999999995e-44
0.56,-3.247628e-32,-1.041003e-43
0.57,-7.558552e-32,-2.702997e-43
0.58,-1.751237e-31,-6.9884e-43
0.59,-4.039103e-31,-1.799072e-42
0.6,-9.273808e-31,-4.611664e-42
0.61,-2.119649e-30,-1.177078e-41
0.62,-4.822834e-30,-2.991513e-41
0.63,-1.092377e-29,-7.570329e-41
0.64,-2.463055e-29,-1.907553e-40
0.65,-5.528494000000001e-29,-4.786041e-40
0.66,-1.235293e-28,-1.195677e-39
0.67,-2.747663e-28,-2.974331e-39
0.68,-6.083963000000001e-28,-7.367195e-39
0.69,-1.341031e-27,-1.81699e-38
0.7,-2.942522e-27,-4.4621089999999994e-38
0.71,-6.427303e-27,-1.091101e-37
0.72,-1.3975439999999998e-26,-2.656604e-37
0.73,-3.025029e-26,-6.4405879999999995e-37
0.74,-6.518086e-26,-1.5547509999999998e-36
0.75,-1.398096e-25,-3.7370849999999997e-36
0.76,-2.98524e-25,-8.944198e-36
0.77,-6.345218e-25,-2.131504e-35
0.78,-1.342575e-24,-5.05786e-35
0.79,-2.8278359999999998e-24,-1.195042e-34
0.8,-5.929163e-24,-2.811484e-34
0.81,-1.2375290000000001e-23,-6.586023e-34
0.82,-2.5712200000000003e-23,-1.536195e-33
0.83,-5.317957e-23,-3.567831e-33
0.84,-1.094892e-22,-8.250820000000001e-33
0.85,-2.243975e-22,-1.899873e-32
0.86,-4.578090000000001e-22,-4.3559850000000003e-32
0.87,-9.297575e-22,-9.944487e-32
0.88,-1.879634e-21,-2.26054e-31
0.89,-3.782636e-21,-5.116532000000001e-31
0.9,-7.577617e-21,-1.1531149999999999e-30
0.91,-1.511078e-20,-2.587631e-30
0.92,-2.999555e-20,-5.7818279999999996e-30
0.93,-5.927086999999999e-20,-1.286354e-29
0.94,-1.165842e-19,-2.849626e-29
0.95,-2.282714e-19,-6.285606e-29
0.96,-4.449134e-19,-1.380505e-28
0.97,-8.631994999999999e-19,-3.018981e-28
0.98,-1.667084e-18,-6.573754e-28
0.99,-3.2048960000000002e-18,-1.4252700000000001e-27
1.0,-6.133091e-18,-3.0768840000000003e-27
1.01,-1.1682960000000001e-17,-6.61386e-27
1.02,-2.2153080000000003e-17,-1.41556e-26
1.03,-4.181397e-17,-3.01669e-26
1.04,-7.856229000000001e-17,-6.401207e-26
1.05,-1.469303e-16,-1.35245e-25
1.06,-2.735346e-16,-2.8451730000000003e-25
1.07,-5.068922e-16,-5.959688e-25
1.08,-9.35019e-16,-1.242983e-24
1.09,-1.716824e-15,-2.581272e-24
1.1,-3.137837e-15,-5.3373819999999996e-24
1.11,-5.70865e-15,-1.0988750000000001e-23
1.12,-1.033793e-14,-2.2526500000000002e-23
1.13,-1.863501e-14,-4.5979440000000003e-23
1.14,-3.34365e-14,-9.344536e-23
1.15,-5.971803e-14,-1.89093e-22
1.16,-1.061653e-13,-3.8099220000000004e-22
1.17,-1.878672e-13,-7.643273e-22
1.18,-3.309093e-13,-1.5267379999999999e-21
1.19,-5.801706e-13,-3.036484e-21
1.2,-1.012487e-12,-6.013098e-21
1.21,-1.758771e-12,-1.1856199999999999e-20
1.22,-3.040978e-12,-2.3276219999999998e-20
1.23,-5.233597e-12,-4.549862e-20
1.24,-8.965379e-12,-8.855278e-20
1.25,-1.528681e-11,-1.7160249999999997e-19
1.26,-2.594438e-11,-3.3110199999999995e-19
1.27,-4.382747e-11,-6.360865e-19
1.28,-7.369271e-11,-1.216707e-18
1.29,-1.23332e-10,-2.317235e-18
1.3,-2.054465e-10,-4.394083e-18
1.31,-3.406365e-10,-8.296204e-18
1.32,-5.62149e-10,-1.559563e-17
1.33,-9.23374e-10,-2.919023e-17
1.34,-1.50962e-09,-5.4398e-17
1.35,-2.456516e-09,-1.009341e-16
1.36,-3.97861e-09,-1.864668e-16
1.37,-6.413583e-09,-3.429835e-16
1.38,-1.029024e-08,-6.281331e-16
1.39,-1.643249e-08,-1.145344e-15
1.4,-2.611751e-08,-2.079339e-15
1.41,-4.131509e-08,-3.758535e-15
1.42,-6.50476e-08,-6.764174e-15
1.43,-1.019288e-07,-1.212028e-14
1.44,-1.589657e-07,-2.162277e-14
1.45,-2.467445e-07,-3.840691e-14
1.46,-3.811767e-07,-6.79213e-14
1.47,-5.860534e-07,-1.195913e-13
1.48,-8.967613e-07,-2.096474e-13
1.49,-1.365659e-06,-3.659098e-13
1.5,-2.069807e-06,-6.35846e-13
1.51,-3.122027e-06,-1.100074e-12
1.52,-4.686611e-06,-1.894885e-12
1.53,-7.001529e-06,-3.249624e-12
1.54,-1.040962e-05,-5.548445e-12
1.55,-1.540214e-05,-9.431831e-12
1.56,-2.267918e-05,-1.596267e-11
1.57,-3.323299e-05,-2.689668e-11
1.58,-4.846216e-05,-4.512048e-11
1.59,-7.032714e-05,-7.53579e-11
1.6,-0.0001015606,-1.253033e-10
1.61,-0.0001459501,-2.074306e-10
1.62,-0.0002087159,-3.418679e-10
1.63,-0.0002970115,-5.609408e-10
1.64,-0.0004205831,-9.163196e-10
1.65,-0.0005926322,-1.490206e-09
1.66,-0.0008309359,-2.412754e-09
1.67,-0.00115929,-3.889064e-09
1.68,-0.001609358,-6.240801e-09
1.69,-0.002223011,-9.970036e-09
1.7,-0.003055285,-1.585667e-08
1.71,-0.004178067,-2.510635e-08
1.72,-0.005684658,-3.957395e-08
1.73,-0.00769538,-6.209934e-08
1.74,-0.01036439,-9.700938e-08
1.75,-0.01388786,-1.508645e-07
1.76,-0.01851379,-2.335631e-07
1.77,-0.02455347,-3.599669e-07
1.78,-0.03239493,-5.522799e-07
1.79,-0.0425183,-8.435119e-07
1.8,-0.05551328,-1.282494e-06
1.81,-0.07209858,-1.941104e-06
1.82,-0.09314322,-2.924611e-06
1.83,-0.1196893,-4.386416e-06
1.84,-0.152976,-6.548934e-06
1.85,-0.1944634,-9.733003e-06
1.86,-0.2458558,-1.439908e-05
1.87,-0.3091234,-2.120462e-05
1.88,-0.3865189,-3.108351e-05
1.89,-0.4805898,-4.535543e-05
1.9,-0.5941813,-6.587549e-05
1.91,-0.7304281,-9.52378e-05
1.92,-0.8927329,-0.0001370506
1.93,-1.084726,-0.0001963063
1.94,-1.310206,-0.0002798748
1.95,-1.573051,-0.0003971591
1.96,-1.877108,-0.000560959
1.97,-2.226049,-0.0007886018
1.98,-2.623192,-0.001103414
1.99,-3.07129,-0.001536624
2.0,-3.572289,-0.002129797
2.01,-4.127049,-0.002937946
2.02,-4.735046,-0.004033456
2.03,-5.394043,-0.005511014
2.04,-6.099761,-0.00749374
2.05,-6.845542,-0.01014077
2.06,-7.622038,-0.0136565
