0,1,2
0.01,-2.098333e-55,-1.185364e-58
0.02,-5.430541e-55,-2.557626e-57
0.03,-1.590244e-54,-1.470841e-56
0.04,-4.710119e-54,-5.581786999999999e-56
0.05,-1.38791e-53,-1.798358e-55
0.06,-4.067743e-53,-5.44415e-55
0.07,-1.186582e-52,-1.613364e-54
0.08,-3.445763e-52,-4.7454030000000003e-54
0.09,-9.961541000000001e-52,-1.389844e-53
0.1,-2.866935e-51,-4.054345e-53
0.11,-8.214047999999999e-51,-1.177712e-52
0.12,-2.3428489999999997e-50,-3.406086e-52
0.13,-6.652403999999999e-50,-9.80721e-52
0.14,-1.880443e-49,-2.811264e-51
0.15,-5.291626e-49,-8.022741e-51
0.16,-1.482398e-48,-2.279338e-50
0.17,-4.13416e-48,-6.447024e-50
0.18,-1.147773e-47,-1.815409e-49
0.19,-3.172279e-47,-5.089257e-49
0.2,-8.728356e-47,-1.42036e-48
0.21,-2.390779e-46,-3.9464529999999997e-48
0.22,-6.5191630000000004e-46,-1.09164e-47
0.23,-1.769659e-45,-3.006187e-47
0.24,-4.782252e-45,-8.241693e-47
0.25,-1.28653e-44,-2.249472e-46
0.26,-3.4454999999999996e-44,-6.112349e-46
0.27,-9.186047999999998e-44,-1.653481e-45
0.28,-2.438087e-43,-4.453009e-45
0.29,-6.441893000000001e-43,-1.193909e-44
0.3,-1.6944209999999998e-42,-3.186776e-44
0.31,-4.436826e-42,-8.468269999999999e-44
0.32,-1.156555e-41,-2.240271e-43
0.33,-3.001257e-41,-5.90023e-43
0.34,-7.753222999999999e-41,-1.547033e-42
0.35,-1.993901e-40,-4.038243e-42
0.36,-5.104658e-40,-1.049415e-41
0.37,-1.3009820000000001e-39,-2.7149629999999997e-41
0.38,-3.300785e-39,-6.992656e-41
0.39,-8.336891e-39,-1.793006e-40
0.4,-2.0961949999999998e-38,-4.577019e-40
0.41,-5.246859999999999e-38,-1.163174e-39
0.42,-1.3073969999999999e-37,-2.942846e-39
