         time X Accelera... X Accelera... X Accelera... 
------------- ------------- ------------- ------------- 
 1.000000e-02 -1.357068e-56 -1.487903e-56 -6.395006e-78 
 2.000000e-02 -4.095916e-56 -3.062886e-56 -6.773113e-73 
 3.000000e-02 -1.179013e-55 -9.283075e-56 -7.989223e-70 
 4.000000e-02 -3.497439e-55 -2.752069e-55 -1.338204e-67 
 5.000000e-02 -1.029119e-54 -8.109476e-55 -7.330914e-66 
 6.000000e-02 -3.014073e-54 -2.378480e-54 -1.933399e-64 
 7.000000e-02 -8.787682e-54 -6.944547e-54 -3.038464e-63 
 8.000000e-02 -2.550625e-53 -2.018565e-53 -3.244895e-62 
 9.000000e-02 -7.370046e-53 -5.841066e-53 -2.570278e-61 
 1.000000e-01 -2.120038e-52 -1.682635e-52 -1.606954e-60 
 1.100000e-01 -6.071086e-52 -4.825428e-52 -8.309652e-60 
 1.200000e-01 -1.730765e-51 -1.377621e-51 -3.688335e-59 
 1.300000e-01 -4.912007e-51 -3.915356e-51 -1.449314e-58 
 1.400000e-01 -1.387805e-50 -1.107798e-50 -5.178139e-58 
 1.500000e-01 -3.903432e-50 -3.120305e-50 -1.722044e-57 
 1.600000e-01 -1.092982e-49 -8.749448e-50 -5.439775e-57 
 1.700000e-01 -3.046684e-49 -2.442369e-49 -1.659718e-56 
 1.800000e-01 -8.454538e-49 -6.787166e-49 -4.953334e-56 
 1.900000e-01 -2.335608e-48 -1.877640e-48 -1.458458e-55 
 2.000000e-01 -6.423290e-48 -5.171092e-48 -4.258234e-55 
 2.100000e-01 -1.758581e-47 -1.417745e-47 -1.236015e-54 
 2.200000e-01 -4.793075e-47 -3.869547e-47 -3.570662e-54 
 2.300000e-01 -1.300508e-46 -1.051399e-46 -1.026977e-53 
 2.400000e-01 -3.512838e-46 -2.843938e-46 -2.940978e-53 
 2.500000e-01 -9.446038e-46 -7.658046e-46 -8.385690e-53 
 2.600000e-01 -2.528642e-45 -2.052866e-45 -2.380647e-52 
 2.700000e-01 -6.738619e-45 -5.478326e-45 -6.729093e-52 
 2.800000e-01 -1.787722e-44 -1.455390e-44 -1.893746e-51 
 2.900000e-01 -4.721442e-44 -3.849064e-44 -5.306278e-51 
 3.000000e-01 -1.241350e-43 -1.013385e-43 -1.480340e-50 
 3.100000e-01 -3.249068e-43 -2.656059e-43 -4.111840e-50 
 3.200000e-01 -8.465800e-43 -6.930174e-43 -1.137140e-49 
 3.300000e-01 -2.195945e-42 -1.800088e-42 -3.131082e-49 
 3.400000e-01 -5.670471e-42 -4.654637e-42 -8.583769e-49 
 3.500000e-01 -1.457674e-41 -1.198176e-41 -2.342957e-48 
 3.600000e-01 -3.730315e-41 -3.070418e-41 -6.367273e-48 
 3.700000e-01 -9.503284e-41 -7.832789e-41 -1.722841e-47 
 3.800000e-01 -2.410155e-40 -1.989193e-40 -4.641299e-47 
 3.900000e-01 -6.084976e-40 -5.028968e-40 -1.244905e-46 
 4.000000e-01 -1.529379e-39 -1.265674e-39 -3.324569e-46 
 4.100000e-01 -3.826605e-39 -3.171068e-39 -8.839684e-46 
 4.200000e-01 -9.531339e-39 -7.909147e-39 -2.340132e-45 
 4.300000e-01 -2.363392e-38 -1.963785e-38 -6.168021e-45 
 4.400000e-01 -5.833897e-38 -4.853982e-38 -1.618651e-44 
 4.500000e-01 -1.433582e-37 -1.194378e-37 -4.229243e-44 
 4.600000e-01 -3.506930e-37 -2.925665e-37 -1.100205e-43 
 4.700000e-01 -8.540275e-37 -7.134217e-37 -2.849615e-43 
 4.800000e-01 -2.070411e-36 -1.731835e-36 -7.348525e-43 
 4.900000e-01 -4.996672e-36 -4.185092e-36 -1.886755e-42 
 5.000000e-01 -1.200451e-35 -1.006796e-35 -4.823163e-42 
 5.100000e-01 -2.871090e-35 -2.411099e-35 -1.227579e-41 
 5.200000e-01 -6.835776e-35 -5.748122e-35 -3.110770e-41 
 5.300000e-01 -1.620194e-34 -1.364186e-34 -7.848505e-41 
 5.400000e-01 -3.822823e-34 -3.222981e-34 -1.971545e-40 
 5.500000e-01 -8.979223e-34 -7.580152e-34 -4.930905e-40 
 5.600000e-01 -2.099571e-33 -1.774736e-33 -1.227855e-39 
 5.700000e-01 -4.887187e-33 -4.136422e-33 -3.044159e-39 
 5.800000e-01 -1.132462e-32 -9.597338e-33 -7.514285e-39 
 5.900000e-01 -2.612309e-32 -2.216722e-32 -1.846748e-38 
 6.000000e-01 -5.998752e-32 -5.096897e-32 -4.518842e-38 
 6.100000e-01 -1.371300e-31 -1.166633e-31 -1.100895e-37 
 6.200000e-01 -3.120604e-31 -2.658249e-31 -2.670324e-37 
 6.300000e-01 -7.069347e-31 -6.029622e-31 -6.448831e-37 
 6.400000e-01 -1.594241e-30 -1.361498e-30 -1.550589e-36 
 6.500000e-01 -3.579001e-30 -3.060382e-30 -3.712024e-36 
 6.600000e-01 -7.998396e-30 -6.848034e-30 -8.847556e-36 
 6.700000e-01 -1.779412e-29 -1.525413e-29 -2.099587e-35 
 6.800000e-01 -3.940782e-29 -3.382512e-29 -4.960692e-35 
