0,1,2,3,4,5,6
2.84,-0.3333672,0.1119683,19.12558,9.690276,-10.36337,-12.70707
2.85,0.02423841,0.4134449,17.87848,11.93102,-9.907975,-15.66584
2.86,0.337986,0.6674607,16.38173,13.96884,-9.224348,-18.55608
2.87,0.6047432,0.8735012,14.70958,15.7372,-8.343364,-21.28173
2.88,0.8234728,1.032861,12.9348,17.17864,-7.304785,-23.74255
2.89,0.995015,1.148357,11.12601,18.24668,-6.15548,-25.83804
2.9,1.121813,1.224014,9.345371,18.90722,-4.94713,-27.47178
2.91,1.207601,1.264738,7.646697,19.13923,-3.733514,-28.55596
2.92,1.257085,1.275999,6.074034,18.93492,-2.567559,-29.01591
2.93,1.275614,1.263531,4.660776,18.29932,-1.498304,-28.79435
2.94,1.268879,1.23307,3.429243,17.24935,-0.5680098,-27.85508
2.95,1.242641,1.190126,2.39073,15.81265,0.1904106,-26.18601
2.96,1.202489,1.139799,1.545967,14.02601,0.7554393,-23.80102
2.97,1.153649,1.086636,0.8859361,11.93379,1.118331,-20.74089
2.98,1.100824,1.03453,0.3929898,9.586215,1.283697,-17.07274
2.99,1.048092,0.9866547,0.04218826,7.037829,1.26924,-12.88836
3.0,0.9988209,0.9454266,-0.1971913,4.345992,1.104628,-8.301111
3.01,0.9556301,0.9124958,-0.3600411,1.569606,0.8295696,-3.441834
3.02,0.9203732,0.8887539,-0.4837546,-1.232004,0.491198,1.546344
3.03,0.8941417,0.8743572,-0.606549,-4.000031,0.1409438,6.513825
3.04,0.877284,0.8687599,-0.7658159,-6.676989,-0.1689117,11.31078
3.05,0.8694371,0.8707557,-0.9965338,-9.20744,-0.3887604,15.79348
3.06,0.8695654,0.8785256,-1.329771,-11.53869,-0.4750335,19.83033
3.07,0.8760077,0.8896936,-1.791304,-13.6215,-0.3931773,23.30729
3.08,0.8865298,0.9013892,-2.400387,-15.4109,-0.1200373,26.13249
3.09,0.8983859,0.9103212,-3.168687,-16.86705,0.354512,28.23961
3.1,0.9083887,0.9128639,-4.099439,-17.95623,1.026796,29.59006
3.11,0.912992,0.9051585,-5.186829,-18.65192,1.879476,30.17367
3.12,0.9083882,0.8832323,-6.415668,-18.93589,2.882565,30.00815
3.13,0.8906224,0.8431365,-7.76137,-18.79923,3.995255,29.13708
3.14,0.8557251,0.7811026,-9.190281,-18.24331,5.168406,27.62688
3.15,0.7998639,0.6937156,-10.66038,-17.28045,6.34752,25.56279
3.16,0.7195124,0.5781008,-12.12233,-15.93433,7.475999,23.04416
3.17,0.611634,0.4321169,-13.52099,-14.23996,8.498452,20.17939
3.18,0.4738739,0.2545493,-14.79716,-12.24317,9.363848,17.0808
3.19,0.3047532,0.04529278,-15.88978,-9.999624,10.02829,13.85963
3.2,0.1038555,-0.1944879,-16.73827,-7.573261,10.45731,10.6215
3.21,-0.1280057,-0.4622306,-17.28514,-5.034281,10.62741,7.462567
3.22,-0.3886492,-0.7538945,-17.47858,-2.45669,10.52707,4.466372
3.23,-0.6744319,-1.063937,-17.27509,0.08447715,10.15681,1.701668
3.24,-0.9802087,-1.385358,-16.64191,2.516117,9.528707,-0.7788957
3.25,-1.299358,-1.709817,-15.55911,4.770061,8.665234,-2.939189
3.26,-1.623881,-2.027836,-14.02134,6.785949,7.597591,-4.759199
3.27,-1.944577,-2.329069,-12.03902,8.513806,6.363691,-6.233934
3.28,-2.2513,-2.602659,-9.638909,9.916175,5.005929,-7.371769
3.29,-2.533291,-2.837642,-6.864002,10.96967,3.568905,-8.192389
3.3,-2.779573,-3.023415,-3.772737,11.66584,2.097244,-8.724486
3.31,-2.9794,-3.150218,-0.4374857,12.01134,0.6336425,-9.003363
3.32,-3.122741,-3.209626,3.057603,12.02726,-0.7827663,-9.068576
3.33,-3.20077,-3.19502,6.619341,11.74783,-2.117654,-8.961719
3.34,-3.206343,-3.101999,10.14872,11.21839,-3.342318,-8.724452
3.35,-3.134436,-2.928731,13.54443,10.49286,-4.434071,-8.396811
3.36,-2.982505,-2.676184,16.70664,9.630754,-5.376253,-8.015831
3.37,-2.750758,-2.348253,19.54067,8.694026,-6.157889,-7.614501
3.38,-2.442307,-1.951743,21.96061,7.743763,-6.773096,-7.221017
3.39,-2.063195,-1.496216,23.89262,6.837032,-7.220305,-6.858312
3.4,-1.622273,-0.9936928,25.27768,6.023991,-7.501393,-6.543824
3.41,-1.130944,-0.458229,26.07389,5.345411,-7.620813,-6.289453
3.42,-0.6027711,0.09461989,26.25796,4.830757,-7.584795,-6.101664
3.43,-0.05296951,0.6484228,25.82607,4.496894,-7.40068,-5.9817
3.44,0.5021989,1.186549,24.7939,4.34749,-7.076436,-5.925864
3.45,1.046089,1.692867,23.19593,4.373131,-6.620375,-5.925861
3.46,1.56237,2.152419,21.08399,4.552124,-6.041077,-5.969171
3.47,2.035707,2.552047,18.52521,4.851938,-5.347509,-6.039464
3.48,2.452409,2.880926,15.59938,5.2312,-4.549303,-6.117051
3.49,2.800987,3.130987,12.39592,5.642129,-3.657148,-6.1794
3.5,3.072603,3.297188,9.010504,6.033281,-2.683234,-6.201717
3.51,3.261393,3.377651,5.541546,6.352455,-1.64169,-6.15762
3.52,3.364635,3.373636,2.086717,6.549624,-0.5489496,-6.019924
3.53,3.382766,3.289361,-1.260462,6.579717,0.5760205,-5.761543
3.54,3.319242,3.1317,-4.41374,6.40514,1.711675,-5.356513
3.55,3.180269,2.909761,-7.296875,5.997892,2.834077,-4.781132
3.56,2.974407,2.634377,-9.845901,5.341178,3.917325,-4.015194
3.57,2.712084,2.317551,-12.01083,4.430447,4.934247,-3.043277
3.58,2.405048,1.971871,-13.75677,3.273807,5.857323,-1.856048
3.59,2.06579,1.609949,-15.06436,1.891795,6.659809,-0.4515055
3.6,1.706966,1.243885,-15.92968,0.3165412,7.317008,1.163896
3.61,1.340863,0.8848101,-16.36347,-1.40964,7.807604,2.974333
3.62,0.978909,0.5425111,-16.38983,-3.236141,8.114981,4.953987
3.63,0.6312804,0.2251475,-16.04452,-5.106319,8.228425,7.066795
3.64,0.3065903,-0.06092198,-15.37284,-6.96002,8.144117,9.266634
3.65,0.01168749,-0.3112135,-14.42725,-8.736204,7.865823,11.49801
3.66,-0.2484442,-0.5230956,-13.26488,-10.37555,7.405209,13.69727
3.67,-0.4706883,-0.6956838,-11.94499,-11.82292,6.781721,15.79439
3.68,-0.6537105,-0.8296648,-10.52653,-13.0295,6.021996,17.71518
3.69,-0.7978004,-0.927071,-9.065834,-13.95465,5.158814,19.38409
3.7,-0.9046572,-0.9910208,-7.614687,-14.56719,4.229614,20.72722
3.71,-0.9771375,-1.025444,-6.218605,-14.84634,3.274646,21.6757
3.72,-1.018982,-1.034806,-4.915573,-14.78201,2.334857,22.16901
3.73,-1.034542,-1.02385,-3.735164,-14.37475,1.449634,22.15834
3.74,-1.02851,-0.9973612,-2.698067,-13.63517,0.6545362,21.60954
3.75,-1.005681,-0.9599619,-1.816005,-12.58308,-0.02081573,20.50568
3.76,-0.9707397,-0.9159475,-1.092023,-11.24629,-0.5545613,18.8489
3.77,-0.928082,-0.869157,-0.5210757,-9.659267,-0.9339903,16.66153
3.78,-0.881679,-0.8228816,-0.09089911,-7.861747,-1.156391,13.98624
3.79,-0.8349744,-0.7798064,0.2169294,-5.897268,-1.22928,10.88527
3.8,-0.7908183,-0.741981,0.4257703,-3.811846,-1.169979,7.438596
3.81,-0.7514307,-0.710815,0.5626101,-1.65275,-1.004539,3.741284
3.82,-0.7183905,-0.6870905,0.6567029,0.5325514,-0.7660806,-0.1001002
3.83,-0.6926442,-0.6709895,0.7382097,2.697283,-0.4926352,-3.971669
3.84,-0.6745301,-0.6621309,0.8368705,4.796094,-0.224635,-7.756882
3.85,-0.6638123,-0.6596126,0.9807393,6.785663,-0.002209375,-11.34142
3.86,-0.6597226,-0.6620596,1.195006,8.625218,0.1375275,-14.61802
3.87,-0.6610068,-0.6676746,1.500924,10.27701,0.1630128,-17.49101
3.88,-0.6659745,-0.6742933,1.914865,11.7068,0.0504204,-19.88025
3.89,-0.672553,-0.6794432,2.447512,12.88435,-0.214654,-21.72438
3.9,-0.6783457,-0.680411,3.103216,13.78403,-0.6361261,-22.98308
3.91,-0.6806962,-0.6743167,3.879533,14.38543,-1.207045,-23.63825
3.92,-0.676761,-0.6581986,4.766952,14.67407,-1.909927,-23.69419
3.93,-0.6635912,-0.6291105,5.748861,14.64204,-2.717774,-23.17661
3.94,-0.6382265,-0.5842299,6.801739,14.28875,-3.5957,-22.13066
3.95,-0.5978005,-0.5209788,7.895616,13.6214,-4.503046,-20.61818
3.96,-0.5396582,-0.4371533,8.9948,12.65537,-5.395842,-18.71415
3.97,-0.4614831,-0.3310597,10.05888,11.41441,-6.229429,-16.50281
3.98,-0.3614331,-0.2016522,11.04398,9.930386,-6.961081,-14.07349
3.99,-0.2382772,-0.04866562,11.90429,8.242788,-7.552441,-11.5165
4.0,-0.09153057,0.127265,12.59374,6.397806,-7.971633,-8.919236
4.01,0.07842134,0.3245047,13.06791,4.447028,-8.1949,-6.362711
4.02,0.2702172,0.5403487,13.28595,2.445796,-8.207716,-3.918713
4.03,0.4814411,0.7709908,13.21255,0.4512566,-8.00529,-1.647609
4.04,0.7085802,1.011538,12.81983,-1.479794,-7.592492,0.4030791
4.05,0.9470255,1.256074,12.08903,-3.29317,-6.983216,2.199356
4.06,1.191124,1.497786,11.01196,-4.939549,-6.199268,3.720718
4.07,1.434286,1.72914,9.592079,-6.37657,-5.268875,4.959478
4.08,1.669148,1.942118,7.845163,-7.570679,-4.224944,5.919564
4.09,1.887796,2.128504,5.79945,-8.498579,-3.103189,6.614912
4.1,2.082035,2.280205,3.495292,-9.148215,-1.94027,7.06759
4.11,2.243707,2.389611,0.9842492,-9.519205,-0.7720434,7.305781
4.12,2.36504,2.449956,-1.672331,-9.622698,0.3679592,7.361758
4.13,2.439007,2.455679,-4.405216,-9.480641,1.449763,7.269945
4.14,2.459694,2.402757,-7.139597,-9.1245,2.447841,7.065162
4.15,2.422638,2.288988,-9.797718,-8.593503,3.341643,6.7811
4.16,2.325131,2.114218,-12.30171,-7.932486,4.115779,6.449074
4.17,2.166458,1.880478,-14.57648,-7.189478,4.759887,6.097062
4.18,1.948058,1.592023,-16.55261,-6.413147,5.268236,5.749024
4.19,1.6736,1.255276,-18.16898,-5.650255,5.639136,5.424476
4.2,1.348941,0.8786588,-19.37517,-4.94325,5.874218,5.138289
4.21,0.9819954,0.472321,-20.13343,-4.328137,5.977678,4.900677
4.22,0.5824841,0.04777431,-20.42008,-3.832727,5.95553,4.717322
4.23,0.1615972,-0.3825494,-20.22647,-3.475361,5.814947,4.589605
4.24,-0.2684313,-0.8057985,-19.55925,-3.264155,5.563727,4.514908
4.25,-0.6948105,-1.209232,-18.44007,-3.196817,5.209919,4.486955
4.26,-1.104718,-1.580758,-16.90466,-3.261017,4.761618,4.496187
4.27,-1.485838,-1.909438,-15.00146,-3.435285,4.226936,4.530141
4.28,-1.826878,-2.185951,-12.78966,-3.690384,3.614113,4.573859
4.29,-2.118049,-2.402971,-10.33694,-3.991077,2.93176,4.610305
4.3,-2.351461,-2.555449,-7.716933,-4.298183,2.189169,4.620826
4.31,-2.521439,-2.640782,-5.006457,-4.570818,1.396662,4.585652
4.32,-2.62472,-2.658864,-2.282773,-4.768706,0.5659098,4.484462
4.33,-2.660538,-2.612013,0.3791541,-4.85443,-0.2898085,4.297016
4.34,-2.630579,-2.504786,2.909198,-4.795519,-1.155473,4.003869
4.35,-2.538828,-2.343689,5.244353,-4.566271,-2.014338,3.587161
4.36,-2.391309,-2.136812,7.330672,-4.14921,-2.848122,3.031468
4.37,-2.195729,-1.893403,9.12478,-3.536124,-3.637391,2.324715
4.38,-1.961072,-1.623402,10.59494,-2.728625,-4.362131,1.459085
4.39,-1.697141,-1.336982,11.7216,-1.738218,-5.002478,0.43193
4.4,-1.414092,-1.044098,12.49749,-0.5858751,-5.539593,-0.7534106
4.41,-1.121977,-0.7540807,12.92721,0.6988552,-5.956614,-2.086902
4.42,-0.8303323,-0.475298,13.02637,2.079145,-6.239637,-3.551298
4.43,-0.5478099,-0.2148803,12.82038,3.512529,-6.378655,-5.121867
4.44,-0.2818909,0.02146337,12.34286,4.952796,-6.36839,-6.766414
4.45,-0.03867557,0.2295467,11.63385,6.352027,-6.208929,-8.445648
4.46,0.1772398,0.4067234,10.73788,7.662681,-5.906134,-10.11392
4.47,0.3628025,0.5518298,9.701905,8.839609,-5.471736,-11.72038
4.48,0.5164644,0.6650622,8.573359,9.84191,-4.923113,-13.21043
4.49,0.6380753,0.7478038,7.398249,10.63453,-4.282708,-14.52769
4.5,0.7287224,0.8024162,6.219459,11.18955,-3.57712,-15.61608
4.51,0.7905291,0.8320106,5.075308,11.48709,-2.835881,-16.42226
4.52,0.8264304,0.8402135,3.998382,11.51578,-2.089989,-16.8981
4.53,0.8399389,0.8309403,3.014701,11.27296,-1.370274,-17.0032
4.54,0.8349145,0.8081863,2.143212,10.76432,-0.7056858,-16.70723
4.55,0.8153506,0.7758444,1.395611,10.00339,-0.1216223,-15.99201
4.56,0.7851835,0.737553,0.7764781,9.010644,0.3615959,-14.85318
4.57,0.7481324,0.6965785,0.2836851,7.81243,0.729995,-13.30134
4.58,0.7075723,0.6557297,-0.09095808,6.439825,0.9768631,-11.36249
4.59,0.6664401,0.6173042,-0.3608687,4.927398,1.103235,-9.077904
4.6,0.6271731,0.5830623,-0.5437159,3.312018,1.117898,-6.503083
4.61,0.5916753,0.5542232,-0.6603553,1.631737,1.036895,-3.706128
4.62,0.5613091,0.5314803,-0.7337174,-0.07520112,0.8825493,-0.7653529
4.63,0.5369052,0.5150291,-0.7876926,-1.771204,0.6820551,2.23366
4.64,0.518788,0.5046044,-0.8460449,-3.420028,0.4657205,5.201456
4.65,0.5068106,0.4995233,-0.9313848,-4.987329,0.2649725,8.048383
4.66,0.5003965,0.498731,-1.064221,-6.441097,0.1102564,10.68836
4.67,0.498585,0.5008481,-1.262112,-7.752012,0.02896867,13.04252
4.68,0.5000781,0.5042197,-1.538921,-8.893744,0.04356665,15.04258
4.69,0.5032894,0.5069655,-1.9042,-9.843251,0.1699848,16.63366
4.7,0.5063932,0.5070322,-2.362694,-10.58109,0.4164698,17.77651
4.71,0.5073769,0.5022504,-2.913995,-11.09175,0.7829159,18.44893
4.72,0.5040961,0.4903963,-3.552335,-11.36406,1.260747,18.64635
4.73,0.4943351,0.4692602,-4.266549,-11.3916,1.833356,18.38158
4.74,0.4758734,0.4367226,-5.040202,-11.1731,2.477065,17.68369
4.75,0.44656,0.3908377,-5.851907,-10.71287,3.162544,16.59615
4.76,0.4043943,0.3299235,-6.67582,-10.02105,3.856584,15.17436
4.77,0.3476153,0.252657,-7.482344,-9.113811,4.524103,13.48269
4.78,0.2747954,0.1581715,-8.23901,-8.013324,5.130245,11.59123
4.79,0.1849375,0.04615159,-8.911544,-6.747515,5.642435,9.57243
4.8,0.07757083,-0.08307845,-9.465088,-5.349541,6.032245,7.497872
4.81,-0.04715809,-0.2284793,-9.86555,-3.857001,6.276972,5.435242
4.82,-0.1884062,-0.3882394,-10.08104,-2.31086,6.360812,3.445747
4.83,-0.3445712,-0.5597436,-10.08331,-0.7541306,6.275588,1.582034
4.84,-0.5132529,-0.7395712,-9.849231,0.7696514,6.020993,-0.113292
4.85,-0.6912428,-0.9235316,-9.362084,2.21808,5.60436,-1.608539
4.86,-0.8745492,-1.106738,-8.612753,3.551589,5.040001,-2.883175
4.87,-1.058461,-1.283722,-7.600657,4.73511,4.348168,-3.927515
4.88,-1.23765,-1.448593,-6.334388,5.7396,3.553755,-4.741906
4.89,-1.406322,-1.59523,-4.832008,6.543325,2.684807,-5.335527
4.9,-1.558396,-1.717513,-3.120953,7.13283,1.770976,-5.72489
4.91,-1.687728,-1.809576,-1.237541,7.503517,0.8420044,-5.932182
4.92,-1.788358,-1.866074,0.7739328,7.659799,-0.07365476,-5.98354
4.93,-1.854777,-1.882452,2.862482,7.614786,-0.9500139,-5.907366
4.94,-1.882196,-1.855209,4.972063,7.389543,-1.764465,-5.732764
4.95,-1.866809,-1.782125,7.04348,7.011924,-2.498399,-5.488171
4.96,-1.806034,-1.662453,9.01651,6.515058,-3.137527,-5.200205
4.97,-1.698719,-1.497056,10.83213,5.935577,-3.671915,-4.892776
4.98,-1.545289,-1.288475,12.43474,5.311657,-4.095765,-4.586441
4.99,-1.347838,-1.040927,13.77435,4.681012,-4.406997,-4.298003
5.0,-1.110139,-0.7602148,14.8085,4.078932,-4.606689,-4.040313
5.01,-0.8375904,-0.4535688,15.504,3.53648,-4.698427,-3.822268
5.02,-0.5370608,-0.129401,15.83817,3.078945,-4.68765,-3.648929
5.03,-0.2166762,0.2029991,15.79983,2.724631,-4.581018,-3.521758
5.04,0.114474,0.5338254,15.38969,2.484047,-4.385876,-3.438912
5.05,0.4466838,0.8531517,14.62033,2.359524,-4.109827,-3.395587
5.06,0.7700192,1.151344,13.51571,2.345293,-3.760451,-3.384372
5.07,1.074728,1.419466,12.11021,2.427985,-3.345163,-3.395615
5.08,1.351652,1.64966,10.44727,2.587541,-2.871211,-3.41778
5.09,1.59261,1.835478,8.577737,2.798461,-2.345794,-3.437816
5.1,1.790753,1.972142,6.557913,3.031328,-1.776268,-3.441521
5.11,1.940836,2.056734,4.447443,3.254519,-1.170399,-3.413932
5.12,2.039435,2.088281,2.307135,3.436011,-0.5366413,-3.339734
5.13,2.085057,2.06776,0.1967839,3.545186,0.1156266,-3.203717
5.14,2.078165,1.997995,-1.826894,3.554549,0.7759208,-2.991268
5.15,2.021107,1.88348,-3.712158,3.441264,1.432575,-2.688919
5.16,1.917956,1.730117,-5.413872,3.188445,2.072787,-2.284941
5.17,1.774268,1.544903,-6.894839,2.786127,2.682802,-1.769968
5.18,1.596783,1.335576,-8.126771,2.231885,3.248242,-1.137649
5.19,1.393077,1.110238,-9.090885,1.531076,3.754569,-0.3852829
5.2,1.171193,0.8769878,-9.778109,0.6966839,4.187665,0.4855727
5.21,0.9392658,0.6435759,-10.18891,-0.2512075,4.534503,1.468579
5.22,0.7051697,0.4170936,-10.33275,-1.28628,4.783854,2.552202
5.23,0.4761985,0.2037234,-10.22723,-2.377147,4.927006,3.71946
5.24,0.2587974,0.008550689,-9.896958,-3.488751,4.958423,4.947871
5.25,0.05835812,-0.1645545,-9.372175,-4.583916,4.876304,6.209628
5.26,-0.1209189,-0.3129857,-8.687272,-5.62498,4.682985,7.472052
5.27,-0.2760904,-0.4353821,-7.879187,-6.575427,4.385147,8.698305
5.28,-0.4054698,-0.5315505,-6.985817,-7.401423,3.993789,9.848402
5.29,-0.5085642,-0.60234,-6.044469,-8.073198,3.523951,10.88048
5.3,-0.5859603,-0.6494786,-5.090447,-8.566204,2.994182,11.75233
5.31,-0.63917,-0.6753873,-4.155803,-8.861998,2.42576,12.42305
5.32,-0.6704493,-0.6829824,-3.268308,-8.948818,1.841707,12.85493
5.33,-0.6826024,-0.6754806,-2.450677,-8.821845,1.265632,13.01526
5.34,-0.6787848,-0.6562139,-1.720052,-8.483148,0.7204797,12.87818
5.35,-0.6623152,-0.6284656,-1.087756,-7.941344,0.2272469,12.42631
5.36,-0.6365046,-0.5953316,-0.5593127,-7.211002,-0.196239,11.65216
5.37,-0.6045108,-0.5596093,-0.1346978,-6.311856,-0.5364058,10.55917
5.38,-0.5692197,-0.5237178,0.1911958,-5.267872,-0.7848028,9.162347
5.39,-0.5331573,-0.4896453,0.4279214,-4.106238,-0.9386796,7.488346
5.4,-0.4984299,-0.4589234,0.58871,-2.856344,-1.001227,5.575059
5.41,-0.4666917,-0.4326229,0.6896119,-1.548788,-0.981447,3.470612
5.42,-0.4391352,-0.4113676,0.7485897,-0.2144751,-0.8936465,1.231843
5.43,-0.4165008,-0.3953612,0.7845999,1.116177,-0.7565743,-1.077714
5.44,-0.3991006,-0.3844239,0.816696,2.413901,-0.5922472,-3.390248
5.45,-0.3868526,-0.3780333,0.863181,3.651102,-0.4245339,-5.636375
5.46,-0.3793213,-0.3753688,0.9408295,4.802267,-0.2775876,-7.748008
5.47,-0.3757607,-0.3753558,1.064196,5.84426,-0.174227,-9.661227
5.48,-0.3751593,-0.3767104,1.24502,6.756545,-0.1343776,-11.31901
5.49,-0.3762846,-0.3779823,1.491737,7.521359,-0.1736784,-12.67368
5.5,-0.3777259,-0.3775983,1.809097,8.123875,-0.3023534,-13.68887
5.51,-0.3779388,-0.3739068,2.197895,8.552358,-0.5244266,-14.34104
5.52,-0.3752878,-0.3652232,2.654826,8.798361,-0.8373396,-14.62029
5.53,-0.3680925,-0.3498796,3.172447,8.856927,-1.232,-14.53051
5.54,-0.3546757,-0.3262779,3.739282,8.726827,-1.693258,-14.08893
5.55,-0.3334152,-0.2929475,4.340041,8.41079,-2.200782,-13.32495
5.56,-0.3028008,-0.2486082,4.955978,7.915706,-2.730273,-12.27848
5.57,-0.2614955,-0.1922356,5.565393,7.252771,-3.254928,-10.99775
5.58,-0.2084005,-0.1231295,6.144252,6.437519,-3.747061,-9.536886
5.59,-0.1427231,-0.04098154,6.66695,5.489729,-4.179767,-7.953248
5.6,-0.06404431,0.05406135,7.107184,4.433149,-4.528514,-6.304754
5.61,0.02761556,0.1613403,7.438922,3.295027,-4.772562,-4.647348
5.62,0.1317384,0.2796399,7.63745,2.105444,-4.896123,-3.032708
5.63,0.2472602,0.4071601,7.680451,0.8964458,-4.889185,-1.506331
5.64,0.3725377,0.5415079,7.549079,-0.2989984,-4.747967,-0.106056
5.65,0.5053349,0.6797144,7.228989,-1.448173,-4.47498,1.138907
5.66,0.6428329,0.8182786,6.711261,-2.519872,-4.078717,2.208441
5.67,0.7816661,0.9532415,5.993178,-3.485672,-3.572999,3.091494
5.68,0.9179884,1.080289,5.078803,-4.321144,-2.976054,3.785601
5.69,1.047569,1.194887,3.979315,-5.006943,-2.309379,4.296031
5.7,1.165916,1.292437,2.713068,-5.529687,-1.596507,4.634642
5.71,1.268434,1.368459,1.305356,-5.882578,-0.8617272,4.818542
5.72,1.350591,1.418784,-0.2121377,-6.065713,-0.1288769,4.868648
5.73,1.408117,1.439757,-1.802183,-6.086053,0.579746,4.808237
5.74,1.437202,1.428432,-3.423135,-5.957039,1.244277,4.661575
5.75,1.434692,1.382757,-5.030299,-5.697882,1.847951,4.452674
5.76,1.398282,1.301729,-6.577485,-5.332536,2.377522,4.204242
5.77,1.326676,1.185519,-8.018694,-4.888432,2.823425,3.936837
5.78,1.219724,1.035546,-9.309843,-4.395022,3.179721,3.668254
5.79,1.07851,0.854504,-10.41047,-3.882229,3.443829,3.413125
5.8,0.9053883,0.6463283,-11.28533,-3.37888,3.61611,3.182714
5.81,0.703972,0.4160997,-11.90581,-2.911217,3.699352,2.984897
5.82,0.4790496,0.1698932,-12.25111,-2.50156,3.698196,2.824267
5.83,0.2364499,-0.08543016,-12.30905,-2.167207,3.618573,2.70235
5.84,-0.01715176,-0.3424766,-12.07667,-1.919618,3.467177,2.617894
5.85,-0.2744766,-0.5936093,-11.56029,-1.763937,3.251033,2.567187
5.86,-0.5279229,-0.8312586,-10.77535,-1.698855,2.977157,2.544407
5.87,-0.7698723,-1.048238,-9.745745,-1.716841,2.652353,2.541959
5.88,-0.9930065,-1.23805,-8.502976,-1.804694,2.283119,2.550813
5.89,-1.190616,-1.395164,-7.084874,-1.944405,1.875668,2.560817
5.9,-1.356889,-1.515248,-5.534178,-2.114262,1.436047,2.561014
5.91,-1.487155,-1.595352,-3.896914,-2.290136,0.9703119,2.539943
5.92,-1.578083,-1.634017,-2.220689,-2.446881,0.4847456,2.485953
5.93,-1.627812,-1.63132,-0.5529624,-2.559772,-0.01392773,2.387526
5.94,-1.636008,-1.588832,1.060632,-2.605901,-0.5183572,2.233628
5.95,-1.603856,-1.509522,2.577837,-2.565465,-1.02044,2.014087
5.96,-1.533965,-1.39758,3.961155,-2.422881,-1.51128,1.719994
5.97,-1.430222,-1.258194,5.178987,-2.167671,-1.981248,1.344143
5.98,-1.297573,-1.097286,6.206518,-1.795086,-2.420146,0.881475
5.99,-1.141773,-0.9212198,7.026294,-1.306433,-2.817488,0.3295315
6.0,-0.9690982,-0.7365017,7.62851,-0.7090949,-3.162871,-0.3111135
6.01,-0.7860449,-0.5494925,8.010977,-0.01625579,-3.446432,-1.036465
6.02,-0.5990404,-0.3661398,8.178804,0.7536595,-3.659353,-1.838789
6.03,-0.4141662,-0.19175,8.143813,1.577795,-3.794393,-2.706398
6.04,-0.2369187,-0.03080658,7.92372,2.42988,-3.846404,-3.62357
6.05,-0.07201499,0.1131566,7.541124,3.281395,-3.812787,-4.57062
6.06,0.07674953,0.2376245,7.022358,4.102835,-3.693858,-5.524166
6.07,0.2065855,0.3411138,6.396255,4.865001,-3.493092,-6.457578
6.08,0.3157371,0.423133,5.692877,5.540249,-3.2172,-7.341645
6.09,0.403456,0.484097,4.942268,6.103657,-2.876029,-8.145437
6.1,0.4699267,0.5252056,4.17329,6.534032,-2.48228,-8.837352
6.11,0.516154,0.5482954,3.412564,6.814722,-2.05103,-9.386316
6.12,0.5438208,0.5556777,2.683576,6.934212,-1.599085,-9.763099
6.13,0.5551286,0.5499722,2.005979,6.886453,-1.144187,-9.941689
6.14,0.5526313,0.5339455,1.395085,6.670962,-0.7041175,-9.900652
6.15,0.5390716,0.5103642,0.8615852,6.292653,-0.2957445,-9.624429
6.16,0.5172296,0.4818673,0.411482,5.761474,0.06592698,-9.10447
6.17,0.4897896,0.4508631,0.04621914,5.091832,0.3686393,-8.340145
6.18,0.4592298,0.419451,-0.2370024,4.301896,0.6036414,-7.339366
6.19,0.4277379,0.3893698,-0.4447547,3.412788,0.7662645,-6.118859
6.2,0.3971524,0.3619703,-0.5867907,2.447737,0.8562675,-4.704036
6.21,0.3689285,0.3382081,-0.6753626,1.431232,0.8779186,-3.128466
6.22,0.3441265,0.3186549,-0.724488,0.3882229,0.8397929,-1.432922
6.23,0.3234183,0.303523,-0.7491962,-0.6566094,0.7542905,0.3359627
6.24,0.3071086,0.2926982,-0.7647843,-1.679469,0.6368915,2.12737
6.25,0.2951662,0.2857795,-0.7861119,-2.657953,0.5051923,3.888257
6.26,0.2872624,0.2821209,-0.8269521,-3.571441,0.3777767,5.565486
6.27,0.2828119,0.2808729,-0.8994168,-4.401378,0.2729946,7.108034
6.28,0.2810152,0.2810237,-1.013467,-5.131464,0.2077279,8.469161
6.29,0.2808998,0.2814376,-1.176512,-5.747782,0.196226,9.608422
6.3,0.281359,0.2808921,-1.393108,-6.238873,0.2490932,10.49341
6.31,0.2811899,0.2781136,-1.664745,-6.595804,0.3724985,11.10112
6.32,0.2791291,0.2718128,-1.989738,-6.812224,0.5676659,11.4189
6.33,0.2738879,0.2607199,-2.363202,-6.884445,0.8306851,11.44488
6.34,0.2641877,0.2436234,-2.777136,-6.811532,1.152657,11.18786
6.35,0.2487979,0.2194089,-3.220588,-6.595412,1.520169,10.66673
6.36,0.2265742,0.1871029,-3.679927,-6.240983,1.916071,9.909364
6.37,0.1965015,0.1459175,-4.1392,-5.756201,2.320494,8.951151
6.38,0.1577381,0.09529741,-4.580588,-5.15212,2.712048,7.83315
6.39,0.1096624,0.03496765,-4.984956,-4.442859,3.069123,6.600073
6.4,0.05192046,-0.03502131,-5.332477,-3.645465,3.371183,5.298156
6.41,-0.01552779,-0.1142521,-5.603335,-2.779651,3.600002,3.973059
6.42,-0.09236608,-0.2019067,-5.778484,-1.86739,3.740719,2.667908
6.43,-0.1778855,-0.2967424,-5.840438,-0.9323683,3.782688,1.421573
6.44,-0.2709576,-0.3970822,-5.774072,0.0007069144,3.720033,0.2672722
6.45,-0.3700211,-0.5008214,-5.5674,0.9069159,3.551913,-0.7684385
