0,1,2,3,4,5,6
0.46,-2.5213469999999998e-20,-1.466804e-20,-6.742219e-24,-2.065154e-27,-4.316971e-31,-1.258715e-34
0.47,-5.531342e-20,-3.2394039999999997e-20,-1.566619e-23,-5.0381500000000006e-27,-1.103617e-30,-3.3659819999999997e-34
0.48,-1.2059649999999998e-19,-7.109773e-20,-3.6181230000000005e-23,-1.221818e-26,-2.8049649999999998e-30,-8.949881e-34
0.49,-2.61303e-19,-1.550754e-19,-8.305425000000001e-23,-2.9454929999999996e-26,-7.087704e-30,-2.36615e-33
0.5,-5.626757999999999e-19,-3.3614379999999997e-19,-1.894951e-22,-7.058699999999999e-26,-1.780543e-29,-6.219932e-33
0.51,-1.204135e-18,-7.241046999999999e-19,-4.297248e-22,-1.6815350000000002e-25,-4.447004e-29,-1.625724e-32
0.52,-2.560906e-18,-1.550137e-18,-9.685867000000001e-22,-3.981998e-25,-1.104206e-28,-4.2249900000000003e-32
0.53,-5.412684e-18,-3.297844e-18,-2.169907e-21,-9.373656e-25,-2.725838e-28,-1.091746e-31
0.54,-1.136923e-17,-6.972363e-18,-4.831666e-21,-2.193457e-24,-6.689848e-28,-2.8050070000000003e-31
0.55,-2.3732720000000003e-17,-1.464935e-17,-1.0693129999999999e-20,-5.102235e-24,-1.632294e-27,-7.165771e-31
0.56,-4.9233470000000005e-17,-3.058746e-17,-2.352145e-20,-1.1797830000000002e-23,-3.959549e-27,-1.8201519999999998e-30
0.57,-1.015006e-16,-6.346791e-17,-5.1424869999999995e-20,-2.711774e-23,-9.548994e-27,-4.596931e-30
0.58,-2.079557e-16,-1.308726e-16,-1.117457e-19,-6.196027e-23,-2.289462e-26,-1.1543660000000001e-29
0.59,-4.234142e-16,-2.681796e-16,-2.4134379999999996e-19,-1.407281e-22,-5.457234e-26,-2.882262e-29
0.6,-8.567435e-16,-5.461143e-16,-5.180687999999999e-19,-3.177275e-22,-1.293225e-25,-7.155459000000001e-29
0.61,-1.722763e-15,-1.105148e-15,-1.105309e-18,-7.130738e-22,-3.0467540000000002e-25,-1.7662620000000002e-28
0.62,-3.442613e-15,-2.222463e-15,-2.343815e-18,-1.590812e-21,-7.136114e-25,-4.334968e-28
0.63,-6.836549e-15,-4.441445e-15,-4.939753e-18,-3.527821e-21,-1.661676e-24,-1.057862e-27
0.64,-1.349181e-14,-8.820393e-15,-1.0347320000000001e-17,-7.776725e-21,-3.846716e-24,-2.566755e-27
0.65,-2.645977e-14,-1.740698e-14,-2.1542180000000003e-17,-1.704073e-20,-8.853043e-24,-6.192286e-27
0.66,-5.156831e-14,-3.41373e-14,-4.4574780000000005e-17,-3.71176e-20,-2.0255950000000002e-23,-1.485349e-26
0.67,-9.987549e-14,-6.652775e-14,-9.166952000000001e-17,-8.036562999999999e-20,-4.6075430000000007e-23,-3.542548e-26
0.68,-1.92226e-13,-1.288376e-13,-1.873679e-16,-1.7296509999999999e-19,-1.041938e-22,-8.400645999999999e-26
0.69,-3.676552e-13,-2.479399e-13,-3.806262e-16,-3.7003529999999995e-19,-2.342446e-22,-1.980698e-25
0.7,-6.987832e-13,-4.74146e-13,-7.684812e-16,-7.869060999999999e-19,-5.235412000000001e-22,-4.643355e-25
0.71,-1.319822e-12,-9.010261e-13,-1.542046e-15,-1.663399e-18,-1.163282e-21,-1.082313e-24
0.72,-2.47718e-12,-1.701454e-12,-3.075314e-15,-3.495121e-18,-2.569632e-21,-2.508304e-24
0.73,-4.62026e-12,-3.192698e-12,-6.095473e-15,-7.299935e-18,-5.642969e-21,-5.779808e-24
0.74,-8.563273e-12,-5.953169e-12,-1.200741e-14,-1.5155330000000002e-17,-1.231952e-20,-1.324193e-23
0.75,-1.577159e-11,-1.103034e-11,-2.350789e-14,-3.127516e-17,-2.673798e-20,-3.0164320000000004e-23
0.76,-2.886495e-11,-2.030845e-11,-4.57402e-14,-6.415348000000001e-17,-5.769131999999999e-20,-6.831856000000001e-23
0.77,-5.249566e-11,-3.715437e-11,-8.845054e-14,-1.308054e-16,-1.2374809999999999e-19,-1.5384600000000002e-22
0.78,-9.487039e-11,-6.754375e-11,-1.699883e-13,-2.651029e-16,-2.6388279999999996e-19,-3.4445700000000003e-22
0.79,-1.703687e-10,-1.220112e-10,-3.246767e-13,-5.340533e-16,-5.594059999999999e-19,-7.668034000000001e-22
0.8,-3.040172e-10,-2.190034e-10,-6.16304e-13,-1.069386e-15,-1.178923e-18,-1.697198e-21
0.81,-5.390794e-10,-3.906029e-10,-1.162647e-12,-2.128445e-15,-2.469927e-18,-3.734901e-21
0.82,-9.498402e-10,-6.922298e-10,-2.179756e-12,-4.210817e-15,-5.144253e-18,-8.171899e-21
0.83,-1.662986e-09,-1.218968e-09,-4.061367e-12,-8.28027e-15,-1.0651190000000001e-17,-1.7777179999999998e-20
0.84,-2.8931e-09,-2.132838e-09,-7.520356e-12,-1.618434e-14,-2.1923530000000003e-17,-3.845013e-20
0.85,-5.001174e-09,-3.708036e-09,-1.383897e-11,-3.144238e-14,-4.4859820000000005e-17,-8.268493e-20
0.86,-8.590346e-09,-6.405406e-09,-2.530846e-11,-6.071614e-14,-9.125101000000001e-17,-1.7678579999999998e-19
0.87,-1.466142e-08,-1.099417e-08,-4.599615e-11,-1.165356e-13,-1.845225e-16,-3.7580269999999995e-19
0.88,-2.48636e-08,-1.874939e-08,-8.307456e-11,-2.223193e-13,-3.709288e-16,-7.942590999999999e-19
0.89,-4.189584e-08,-3.177e-08,-1.491085e-10,-4.215578e-13,-7.412419e-16,-1.668988e-18
0.9,-7.014438e-08,-5.3487e-08,-2.659634e-10,-7.945041e-13,-1.472501e-15,-3.486835e-18
0.91,-1.166878e-07,-8.946968e-08,-4.71436e-10,-1.488305e-12,-2.907872e-15,-7.242614e-18
0.92,-1.928699e-07,-1.486948e-07,-8.304279e-10,-2.771034e-12,-5.708441e-15,-1.495697e-17
0.93,-3.167418e-07,-2.455293e-07,-1.453638e-09,-5.127945e-12,-1.113987e-14,-3.070964e-17
0.94,-5.168248e-07,-4.028038e-07,-2.528609e-09,-9.431783e-12,-2.161032e-14,-6.268837e-17
0.95,-8.37864e-07,-6.565403e-07,-4.370943e-09,-1.724211e-11,-4.167335e-14,-1.272269e-16
0.96,-1.349555e-06,-1.063168e-06,-7.508142e-09,-3.132785e-11,-7.988583e-14,-2.567135e-16
0.97,-2.159681e-06,-1.710445e-06,-1.281592e-08,-5.657325e-11,-1.522274e-13,-5.149852e-16
0.98,-3.433717e-06,-2.733869e-06,-2.173819e-08,-1.015381e-10,-2.883538e-13,-1.027106e-15
0.99,-5.423875e-06,-4.341118e-06,-3.663943e-08,-1.811262e-10,-5.429571e-13,-2.036613e-15
1.0,-8.511752e-06,-6.848172e-06,-6.136511e-08,-3.21118e-10,-1.016272e-12,-4.014877e-15
1.01,-1.327046e-05,-1.073224e-05,-1.021262e-07,-5.658166e-10,-1.890849e-12,-7.868735e-15
1.02,-2.055435e-05,-1.670866e-05,-1.68885e-07,-9.90857e-10,-3.497059e-12,-1.53322e-14
1.03,-3.162756e-05,-2.584175e-05,-2.775099e-07,-1.724515e-09,-6.42904e-12,-2.970083e-14
1.04,-4.834641e-05,-3.9703e-05,-4.531e-07,-2.982909e-09,-1.174852e-11,-5.71999e-14
1.05,-7.341614e-05,-6.05952e-05,-7.350767e-07,-5.127743e-09,-2.134085e-11,-1.095172e-13
1.06,-0.000110749,-9.186675e-05,-1.184919e-06,-8.760356e-09,-3.85326e-11,-2.084624e-13
1.07,-0.0001659586,-0.0001383487,-1.897827e-06,-1.487382e-08,-6.915604e-11,-3.944835e-13
1.08,-0.0002470377,-0.0002069567,-3.020162e-06,-2.509712e-08,-1.233712e-10,-7.421356e-13
1.09,-0.0003652754,-0.000307512,-4.77533e-06,-4.208447e-08,-2.187643e-10,-1.387997e-12
1.1,-0.0005364895,-0.0004538503,-7.501873e-06,-7.013129e-08,-3.855799e-10,-2.580729e-12
1.11,-0.0007826636,-0.0006653049,-1.170907e-05,-1.161419e-07,-6.754983e-10,-4.770257e-12
1.12,-0.001134099,-0.0009686684,-1.815742e-05,-1.911386e-07,-1.176258e-09,-8.765653e-12
1.13,-0.001632215,-0.001400761,-2.797422e-05,-3.125971e-07,-2.035847e-09,-1.601278e-11
1.14,-0.002333142,-0.002011755,-4.281793e-05,-5.080348e-07,-3.502262e-09,-2.907949e-11
1.15,-0.003312299,-0.002869425,-6.511026e-05,-8.204805e-07,-5.988373e-09,-5.249778e-11
1.16,-0.004670123,-0.004064523,-9.836049e-05,-1.316751e-06,-1.017705e-08,-9.421635e-11
1.17,-0.006539167,-0.005717474,-0.000147615,-2.099877e-06,-1.719028e-08,-1.680891e-10
1.18,-0.009092766,-0.007986617,-0.0002200743,-3.327611e-06,-2.885945e-08,-2.981108e-10
1.19,-0.01255544,-0.01107819,-0.0003259325,-5.23978e-06,-4.815402e-08,-5.255779e-10
1.2,-0.01721522,-0.01525821,-0.0004795069,-8.198396e-06,-7.985676e-08,-9.211159e-10
1.21,-0.02343785,-0.02086645,-0.0007007452,-1.274597e-05,-1.316196e-07,-1.604743e-09
1.22,-0.03168304,-0.02833235,-0.001017213,-1.968964e-05,-2.156026e-07,-2.779121e-09
1.23,-0.0425224,-0.038193,-0.00146669,-3.022149e-05,-3.509996e-07,-4.78427e-09
1.24,-0.05665863,-0.05111263,-0.002100516,-4.60892e-05,-5.679018e-07,-8.187033e-09
1.25,-0.07494556,-0.06790321,-0.00298787,-6.983597e-05,-9.131621e-07,-1.39263e-08
1.26,-0.09840771,-0.08954519,-0.004221152,-0.000105135,-1.459233e-06,-2.354719e-08
1.27,-0.1282583,-0.1172072,-0.005922685,-0.0001572512,-2.317382e-06,-3.957602e-08
1.28,-0.1659134,-0.1522626,-0.008252933,-0.0002336736,-3.657296e-06,-6.611655e-08
1.29,-0.2130008,-0.1963019,-0.01142044,-0.0003449724,-5.735952e-06,-1.097914e-07
1.3,-0.2713597,-0.251136,-0.01569364,-0.0005059497,-8.939781e-06,-1.812184e-07
1.31,-0.3430289,-0.3187898,-0.02141465,-0.0007371695,-1.384577e-05,-2.973077e-07
1.32,-0.4302192,-0.4014803,-0.02901511,-0.001066971,-2.130926e-05,-4.84814e-07
1.33,-0.5352665,-0.5015766,-0.03903377,-0.001534089,-3.258915e-05,-7.857846e-07
1.34,-0.6605619,-0.6215368,-0.05213574,-0.002191028,-4.95248e-05,-1.26586e-06
1.35,-0.8084541,-0.7638178,-0.06913269,-0.003108358,-7.478405e-05,-2.026822e-06
1.36,-0.9811226,-0.9307557,-0.09100306,-0.00438011,-0.0001122077,-3.225427e-06
1.37,-1.180418,-1.124412,-0.1189112,-0.006130477,-0.0001672841,-5.101456e-06
1.38,-1.407672,-1.346389,-0.1542236,-0.008522012,-0.0002477962,-8.019176e-06
1.39,-1.663471,-1.597603,-0.1985201,-0.01176552,-0.0003646974,-1.252815e-05
1.4,-1.947411,-1.878044,-0.2535971,-0.01613178,-0.000533283,-1.945175e-05
1.41,-2.257827,-2.186491,-0.3214607,-0.02196522,-0.0007747445,-3.001494e-05
1.42,-2.591517,-2.520232,-0.404304,-0.02969954,-0.001118209,-4.60273e-05
1.43,-2.943467,-2.874775,-0.5044675,-0.0398751,-0.001603388,-7.014301e-05
1.44,-3.30661,-3.243577,-0.6243759,-0.05315781,-0.002283979,-0.0001062272
1.45,-3.671617,-3.617815,-0.7664495,-0.07035892,-0.003231986,-0.0001598678
1.46,-4.026767,-3.986221,-0.9329848,-0.09245481,-0.004543139,-0.0002390838
1.47,-4.35791,-4.335001,-1.126004,-0.1206056,-0.006343602,-0.000355299
1.48,-4.648542,-4.647879,-1.347069,-0.1561706,-0.008798178,-0.0005246651
1.49,-4.880034,-4.906276,-1.597066,-0.2007194,-0.01212018,-0.0007698461
1.5,-5.03202,-5.089658,-1.875959,-0.256034,-0.01658311,-0.001122401
1.51,-5.082953,-5.176065,-2.182519,-0.3241016,-0.02253428,-0.001625934
1.52,-5.010859,-5.142827,-2.51404,-0.4070921,-0.03041034,-0.002340215
1.53,-4.794247,-4.967467,-2.866062,-0.5073179,-0.04075456,-0.003346524
1.54,-4.41319,-4.628777,-3.232098,-0.6271711,-0.05423559,-0.004754485
1.55,-3.850514,-4.108031,-3.603412,-0.7690355,-0.0716671,-0.00671073
1.56,-3.09308,-3.390297,-3.968853,-0.9351692,-0.09402753,-0.00940974
1.57,-2.133066,-2.465784,-4.314779,-1.127555,-0.1224786,-0.01310722
1.58,-0.9691998,-1.331154,-4.625091,-1.347718,-0.158381,-0.01813643
1.59,0.3921442,0.009289289,-4.881414,-1.596513,-0.2033056,-0.02492773
1.6,1.936074,1.542613,-5.063433,-1.873881,-0.2590365,-0.03403171
1.61,3.638612,3.246569,-5.149411,-2.178583,-0.3275648,-0.04614606
1.62,5.466509,5.089287,-5.116893,-2.507923,-0.411068,-0.06214598
1.63,7.377507,7.029418,-4.943592,-2.85747,-0.5118722,-0.08311805
1.64,9.321084,9.016781,-4.608446,-3.220796,-0.6323935,-0.1103968
1.65,11.23971,10.99354,-4.092817,-3.589253,-0.7750548,-0.1456025
1.66,13.07061,12.89591,-3.381782,-3.951811,-0.9421747,-0.1906794
1.67,14.74795,14.65634,-2.465471,-4.294979,-1.135827,-0.2479302
1.68,16.20541,16.20612,-1.34036,-4.602844,-1.357669,-0.3200457
1.69,17.37906,17.47832,-0.010466,-4.857241,-1.608741,-0.4101232
1.7,18.21032,18.41084,1.51167,-5.038089,-1.889238,-0.5216706
1.71,18.64888,18.94955,3.204287,-5.123893,-2.198261,-0.6585886
1.72,18.65553,19.05122,5.036075,-5.092443,-2.533561,-0.8251253
1.73,18.20453,18.68614,6.966296,-4.921681,-2.891277,-1.025795
1.74,17.28551,17.84021,8.945397,-4.590752,-3.265704,-1.265256
1.75,15.90474,16.51642,10.91615,-4.08118,-3.649082,-1.548133
1.76,14.08565,14.73553,12.81531,-3.378158,-4.031459,-1.878792
1.77,11.86846,12.53592,14.57576,-2.471869,-4.40063,-2.261046
1.78,9.309122,9.972569,16.12909,-1.358787,-4.742183,-2.697802
1.79,6.477363,7.115204,17.40848,-0.04286568,-5.039678,-3.190641
1.8,3.454035,4.045652,18.35175,1.463458,-5.274965,-3.739356
1.81,0.3279122,0.8545846,18.90447,3.138547,-5.42868,-4.341428
1.82,-2.80796,-2.362229,19.02288,4.951206,-5.480889,-4.991493
1.83,-5.860129,-5.507936,18.67655,6.860757,-5.411913,-5.680799
1.84,-8.73863,-8.488672,17.8505,8.817606,-5.203282,-6.396702
1.85,-11.36069,-11.21748,16.54667,10.76432,-4.838815,-7.122228
1.86,-13.65404,-13.61784,14.78471,12.63725,-4.305767,-7.835758
1.87,-15.55972,-15.62669,12.60183,14.36859,-3.595989,-8.510868
1.88,-17.0341,-17.19665,10.05188,15.88891,-2.707033,-9.116398
1.89,-18.05023,-18.29755,7.203512,17.13002,-1.643124,-9.616771
1.9,-18.59832,-18.91701,4.137595,18.02798,-0.4159177,-9.97263
1.91,-18.68536,-19.06022,0.9439885,18.5262,0.9550369,-10.14181
1.92,-18.33403,-18.74883,-2.28219,18.57841,2.442206,-10.08065
1.93,-17.58096,-18.01921,-5.444579,18.15136,4.010402,-9.745707
1.94,-16.47434,-16.92007,-8.449674,17.22703,5.617589,-9.095742
1.95,-15.07129,-15.50969,-11.21077,15.80426,7.216157,-8.094018
1.96,-13.43488,-13.85285,-13.65157,13.89966,8.754666,-6.710793
1.97,-11.63117,-12.01771,-15.70922,11.54773,10.17998,-4.9259
1.98,-9.72634,-10.07284,-17.33666,8.800123,11.43976,-2.731284
1.99,-7.78401,-8.08436,-18.5042,5.724131,12.48506,-0.1333447
2.0,-5.862994,-6.113571,-19.20015,2.400363,13.27312,2.845083
2.01,-4.015434,-4.214976,-19.43064,-1.080168,13.76988,6.163282
2.02,-2.28545,-2.434821,-19.21857,-4.619463,13.95232,9.761904
2.03,-0.7082863,-0.8101772,-18.60183,-8.116262,13.81031,13.56306
2.04,0.6900404,0.6314654,-17.63092,-11.46988,13.34773,17.47136
2.05,1.892642,1.872114,-16.36603,-14.58395,12.58302,21.37598
2.06,2.891261,2.902777,-14.87394,-17.36987,11.54875,25.15372
2.07,3.685451,3.72262,-13.22467,-19.74982,10.29036,28.67311
2.08,4.281515,4.337874,-11.48832,-21.65917,8.864098,31.79925
2.09,4.691298,4.76057,-9.731994,-23.04826,7.334173,34.39943
2.1,4.930902,5.007208,-8.017115,-23.8834,5.769279,36.34909
2.11,5.019401,5.097416,-6.39717,-24.14722,4.238752,37.53793
2.12,4.97763,5.052687,-4.915929,-23.83836,2.808522,37.87581
2.13,4.827089,4.895232,-3.60622,-22.97055,1.537176,37.29809
2.14,4.588993,4.646997,-2.489235,-21.5713,0.4723623,35.77004
2.15,4.283511,4.328868,-1.574361,-19.6802,-0.3521807,33.29013
2.16,3.929176,3.960065,-0.8594936,-17.34711,-0.9187682,29.89178
2.17,3.542492,3.557733,-0.3317797,-14.63027,-1.226911,25.64357
2.18,3.137702,3.136714,0.0312732,-11.59444,-1.293353,20.64767
2.19,2.726718,2.709477,0.2603864,-8.309212,-1.15098,15.03662
2.2,2.319178,2.286185,0.3928647,-4.847467,-0.8466489,8.968504
2.21,1.92261,1.874874,0.4707777,-1.284079,-0.4380804,2.620785
2.22,1.542674,1.481706,0.5390234,2.305251,0.01000126,-3.816918
2.23,1.183458,1.111279,0.6433275,5.845004,0.4302071,-10.15073
2.24,0.8478021,0.7669576,0.8282235,9.260787,0.7570182,-16.19068
2.25,0.5376294,0.4512075,1.13506,12.48027,0.9312036,-21.75868
2.26,0.2542633,0.1659106,1.600079,15.43422,0.90382,-26.69584
2.27,-0.00128131,-0.0873553,2.252608,18.0576,0.6395248,-30.86886
2.28,-0.2280499,-0.3070874,3.113423,20.29089,0.11898,-34.17504
2.29,-0.4249501,-0.4916865,4.193328,22.08153,-0.6598065,-36.54571
2.3,-0.5906125,-0.6393522,5.49201,23.3855,-1.681278,-37.94793
2.31,-0.723314,-0.748047,6.997237,24.16895,-2.913262,-38.38453
2.32,-0.8209667,-0.8155291,8.684446,24.40983,-4.308955,-37.89233
2.33,-0.8811705,-0.839451,10.51678,24.09934,-5.809798,-36.5389
2.34,-0.9013276,-0.8175188,12.44564,23.24314,-7.349045,-34.4181
2.35,-0.8788132,-0.7477009,14.41171,21.86211,-8.855747,-31.64452
2.36,-0.811193,-0.6284758,16.3466,19.99264,-10.2589,-28.34743
2.37,-0.6964783,-0.459104,18.17493,17.68624,-11.49146,-24.66438
2.38,-0.5334042,-0.2399065,19.81692,15.00846,-12.49401,-20.73493
2.39,-0.3217156,0.02746906,21.19142,12.03717,-13.21778,-16.69479
2.4,-0.06244289,0.3398131,22.21919,8.860116,-13.627,-12.67063
2.41,0.241851,0.6921716,22.82639,5.571816,-13.7003,-8.775784
2.42,0.5868721,1.077733,22.94809,2.270092,-13.43124,-5.106981
2.43,0.9664633,1.487803,22.53164,-0.9477982,-12.82804,-1.742166
2.44,1.372558,1.911883,21.53975,-3.989113,-11.91235,1.260591
2.45,1.795228,2.337847,19.95306,-6.769502,-10.71753,3.863163
2.46,2.222844,2.752248,17.77209,-9.216564,-9.286339,6.046526
2.47,2.642345,3.140712,15.01849,-11.2729,-7.668261,7.809174
2.48,3.039613,3.488446,11.73536,-12.89846,-5.916811,9.164944
2.49,3.399957,3.78081,7.986682,-14.07209,-4.086816,10.14046
2.5,3.708671,4.003951,3.855855,-14.79213,-2.231936,10.77235
2.51,3.951656,4.145459,-0.5566809,-15.076,-0.4025315,11.10445
2.52,4.116075,4.195003,-5.136615,-14.95898,1.356039,11.18503
2.53,4.190999,4.144926,-9.759628,-14.4919,3.004616,11.06434
2.54,4.16802,3.990753,-14.29576,-13.73826,4.510936,10.79233
2.55,4.041782,3.731569,-18.61412,-12.77067,5.849843,10.41679
2.56,3.8104,3.37026,-22.58772,-11.66682,7.003065,9.981798
2.57,3.475742,2.913574,-26.09819,-10.50544,7.958649,9.526585
2.58,3.043537,2.372002,-29.04025,-9.362096,8.710136,9.08466
2.59,2.523306,1.759472,-31.32567,-8.305356,9.255596,8.683281
2.6,1.928104,1.092861,-32.88649,-7.39337,9.596612,8.343145
2.61,1.274083,0.3913628,-33.67759,-6.671055,9.737327,8.078291
2.62,0.5798903,-0.3242835,-33.67823,-6.168038,9.683619,7.896143
2.63,-0.1340646,-1.032644,-32.89267,-5.897446,9.442484,7.797675
2.64,-0.8464464,-1.712488,-31.34989,-5.85558,9.021652,7.777652
2.65,-1.535882,-2.343674,-29.10223,-6.022489,8.42946,7.824949
2.66,-2.181856,-2.907992,-26.22329,-6.363388,7.674975,7.922922
2.67,-2.765569,-3.389897,-22.80495,-6.830843,6.768322,8.049853
2.68,-3.270704,-3.777118,-18.95385,-7.367591,5.721178,8.179481
2.69,-3.684068,-4.061086,-14.78728,-7.909851,4.547361,8.281637
2.7,-3.996078,-4.237187,-10.42888,-8.390948,3.263421,8.323018
2.71,-4.201054,-4.304814,-6.004105,-8.745055,1.889175,8.268111
2.72,-4.297332,-4.267226,-1.635798,-8.910871,0.4480727,8.080306
2.73,-4.287166,-4.13124,2.559977,-8.835034,-1.032652,7.723185
2.74,-4.176468,-3.906753,6.47776,-8.475112,-2.522127,7.16201
2.75,-3.97437,-3.606166,10.02595,-7.802011,-3.986314,6.36536
2.76,-3.692669,-3.243702,13.12942,-6.801682,-5.388819,5.306905
2.77,-3.345174,-2.834705,15.73137,-5.476058,-6.69205,3.967238
2.78,-2.946999,-2.394918,17.79445,-3.843171,-7.858656,2.335696
2.79,-2.513852,-1.939807,19.30099,-1.936458,-8.8532,0.4120722
2.8,-2.061335,-1.483955,20.25253,0.1966876,-9.643966,-1.791895
2.81,-1.60432,-1.040537,20.66858,2.497044,-10.20478,-4.251363
2.82,-1.156401,-0.6209272,20.58475,4.896225,-10.51675,-6.927685
2.83,-0.7294629,-0.2344108,20.05035,7.319741,-10.5697,-9.768265
